cluster	S1	S2
0	32.9793878825734	23.9520958083832
1	28.9818863210493	28.6569717707442
2	9.61898813241724	17.1941830624465
3	10.9931292941911	10.0940975192472
4	11.3054341036852	6.33019674935843
5	2.74828232354778	4.70487596236099
6	1.4366021236727	4.02053036783576
7	1.31168019987508	3.67835757057314
8	0.624609618988132	1.36869118905047
