genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Lsp1	0.620651161154138	7.29761042860872	12.2939743193407	2.56217979706062e-08	1.66366992731868e-05	9.66529020784089
Mt2	2.32147298598407	3.23363633031965	12.686204964805	1.78177522929597e-08	1.33961363949963e-05	9.63553634928171
Angptl4	0.76920121130802	3.74406721304821	12.2108919441423	2.77064624089053e-08	1.7208122413531e-05	9.59395661545294
Slc39a10	-0.848150137362227	6.61714138506208	-11.9976829921448	3.39370869379628e-08	1.93916514763519e-05	9.37485539391502
Gm2115	-0.587923752989131	2.56471693491067	-11.9164613453754	3.66931931105096e-08	2.01600870609088e-05	9.29796891871857
Fbln5	-0.589700122124604	4.48427693376596	-11.7538155772194	4.29622512288827e-08	2.15083846614569e-05	9.13384451746661
Ankrd44	0.756383810800487	6.71702307806644	11.7186475951205	4.44635733359534e-08	2.15083846614569e-05	9.11540916786439
Mtss1l	-0.520809301492416	2.9510798956964	-11.7025414849379	4.51698662823737e-08	2.15083846614569e-05	9.08334091624872
Asic1	-0.582746687014861	3.48111008925463	-11.6576415587748	4.72032173032613e-08	2.17515470702287e-05	9.05302454125801
Mmp9	1.72593301854398	1.76234145401026	11.7449768558883	4.33343836037915e-08	2.15083846614569e-05	9.04250633095506
Nabp1	-0.541550320834162	5.66025536906687	-11.2252457611088	7.2672954814171e-08	3.15744363929987e-05	8.6442636160518
Mylip	-0.520512298262229	6.56077315485984	-11.2104612294207	7.37711667221853e-08	3.15744363929987e-05	8.59594590459096
2310022B05Rik	-0.49713033583864	6.29991152490931	-11.1870840996447	7.5544156137436e-08	3.15744363929987e-05	8.56038530555971
Slc25a1	-0.535229741169101	6.51388689924674	-11.1428340136079	7.90266707101484e-08	3.15744363929987e-05	8.51604722578513
Ephx1	-0.572882220125607	6.13437025978546	-11.1223615295211	8.06958149538176e-08	3.15744363929987e-05	8.50404043281997
Zfp629	0.602215895477662	4.54433591574945	11.1092832397198	8.17818793518342e-08	3.15744363929987e-05	8.49152104643357
Wisp2	-0.894662455365069	0.980581733438136	-10.9255535798315	9.88162611605599e-08	3.41126660188997e-05	8.33646350313141
Tgfbr1	0.592757833040578	6.89948752396553	10.9379514713304	9.75545994188118e-08	3.41126660188997e-05	8.33550778888746
Cdc42ep3	-0.588379548275548	5.21741146455285	-10.9383195432715	9.75174080364552e-08	3.41126660188997e-05	8.33173721659907
Atg12	-0.49079153274166	6.31474844545024	-10.9526859476839	9.60775907629587e-08	3.41126660188997e-05	8.32630529675528
Col3a1	0.87136654400738	5.65395390411239	10.8488764705167	1.07018694745753e-07	3.55526059172811e-05	8.23993711688955
Lmod1	-1.32958413384347	-1.32951607150427	-12.089686195173	3.10812084163044e-08	1.84997942594545e-05	8.17761424810658
Prnp	-0.466457414400867	6.52576954921504	-10.7393512668705	1.20026670603682e-07	3.89677497630363e-05	8.08758225475983
F2r	-0.484912726502325	1.69323467289107	-10.6817206216992	1.27543687405673e-07	4.04880349908898e-05	8.0255986594164
Fam111a	0.52780063892367	6.27619252724402	10.5450159959708	1.4747074089669e-07	4.56046643765688e-05	7.91145208199429
Rasa3	-0.473057583725592	7.29733888715184	-10.4813579787457	1.57867183706976e-07	4.62961356103245e-05	7.8157649050505
Lgalsl	-0.431907142254906	3.86995985492592	-10.4758458307234	1.5880368532768e-07	4.62961356103245e-05	7.80176321021545
Pik3r5	1.09353014402918	5.88442347412764	10.5288038583583	1.50046848141318e-07	4.56046643765688e-05	7.7646974490121
Trib2	-0.41371552941647	0.841800864404254	-10.320517067727	1.87801723680017e-07	5.26028945640988e-05	7.64292899864062
Ighm	1.73805395409494	5.10880616652175	10.9112249004965	1.0029625290821e-07	3.41126660188997e-05	7.55111296925241
Arrdc4	1.61766872537132	3.49962995142422	10.3377509333296	1.8432085293163e-07	5.26028945640988e-05	7.51939962484793
Gm3376	-0.774112411075113	-0.235133988589231	-10.0209906657762	2.61027678597812e-07	6.90514886809213e-05	7.38684724184232
Smoc2	-0.626616881002028	0.726085350477639	-10.0229294131583	2.60465448370325e-07	6.90514886809213e-05	7.34126877809808
Cyr61	-0.633172135788077	1.32934576974517	-10.0322128859011	2.5779119581773e-07	6.90514886809213e-05	7.33260476707161
Casp3	0.647890264733118	5.77694489943031	9.95503043693282	2.80952193930498e-07	7.16678944695921e-05	7.24135628809949
Trabd2b	0.455899098990061	1.30354945556702	9.92084497205089	2.91914281900985e-07	7.31578160869397e-05	7.23396386455662
Cnn2	-0.597613482980353	6.88072889352634	-9.80014442439815	3.34435164404232e-07	8.23690745433526e-05	7.04114532773816
Aqp1	0.535605042480597	1.73761299000186	9.75543318171693	3.51830980889004e-07	8.51848400338885e-05	7.01707300363393
Tnfrsf11b	-1.2653773343992	-0.97268086730198	-9.96715541811674	2.77170788993611e-07	7.16678944695921e-05	6.909702411005
Col5a3	0.779911279607931	0.0580308072646618	9.57406071354715	4.33000363455716e-07	0.000103090169866082	6.87206800451092
Gpr149	0.357882637310849	0.38733384233444	9.54566550518829	4.47427989869449e-07	0.000104778833365329	6.78112540038715
Gdf5	-0.770277644272905	-0.903286458727387	-9.43324976914518	5.09804562543566e-07	0.000117460615740885	6.60031090336017
Mvd	-0.630750729416772	5.69417246823339	-9.3799416800161	5.42581445171681e-07	0.000123028189591706	6.55832211580032
Fgfr2	-0.58365069495065	0.412384724118996	-9.32576207326616	5.78216404996365e-07	0.000127074174544201	6.55474060242546
Pdk1	0.378940885578297	6.20417442800982	9.36209982602186	5.54049616555495e-07	0.000123665605820238	6.55296626109849
Il17rc	-0.425441547777766	1.98252067189787	-9.29963914607175	5.96285565231487e-07	0.000129059686353512	6.46794809588011
Rdh11	-0.446901276198002	5.84368478927963	-9.25525176849552	6.28388300674306e-07	0.000133978013061678	6.4193199974659
Dock11	0.531350316837147	6.17569806416396	9.16944793768523	6.95808062242466e-07	0.000141994545273337	6.38037809832284
Grem2	-0.608495219847706	-0.389685970421338	-9.12356193804669	7.3500323708175e-07	0.000145826683912678	6.37164271996722
Postn	0.782836861245942	2.41136160488054	9.2207485882726	6.54618816596265e-07	0.000135525069493879	6.34862820649077
Cdsn	-0.56720098909526	0.64343596348014	-9.14231978310008	7.18702396491972e-07	0.000144600897660392	6.27446939973464
Plekha4	0.58233105784722	2.5555514193534	8.92072019742267	9.38852873401608e-07	0.000171942478160794	6.10570127236423
Net1	-0.466795492656683	3.90598692610081	-8.95274879846727	9.03006961750612e-07	0.000167525382449448	6.10440405115088
Fam43a	-0.622832368662754	4.62089461819508	-8.96373502069813	8.91050764299133e-07	0.000167525382449448	6.0906376048919
Actg1	-0.419797856761779	11.2955105284386	-8.95775147600202	8.97541462622253e-07	0.000167525382449448	6.06105805616698
Pde8b	-0.958559576293401	3.13356209724527	-8.90637974400945	9.55392857061708e-07	0.000172756797001601	6.05435445759303
Ddx3y	-0.451188552434169	6.98046430442877	-8.97855198693022	8.75192981093145e-07	0.000167525382449448	6.04996404205793
Nsdhl	-0.370771477108359	5.999688436488	-8.95299541077346	9.02736701948504e-07	0.000167525382449448	6.01806680944257
Bmf	-0.466374519801245	5.77156759937466	-8.8705344228675	9.98114039217462e-07	0.000178225738127768	6.01345019007834
Acpp	3.51408972244805	2.46273680553814	13.1602515795151	1.16343367303778e-08	1.18711785852462e-05	5.98575348867134
Pmepa1	-0.548713578330348	2.59044626705486	-8.7604853577869	1.14252912829674e-06	0.000194521793649176	5.93741011300433
Atg16l2	-1.07448241570861	4.1660711682981	-8.74782586668599	1.16052229703669e-06	0.000195036011919637	5.914690606942
Trp53inp1	-0.696094490819718	6.11911595917579	-8.82450987389067	1.05598505489071e-06	0.000186231438384121	5.91034334191188
Gdpd2	-0.654572482038828	1.03611584678074	-8.69349562643401	1.24125369878994e-06	0.000206178012642027	5.85974626181985
Dstn	-0.458237329422419	7.44339428984551	-8.79127651599111	1.09999784581276e-06	0.000191627673505308	5.8129010028086
Cdkn1a	-0.527405944295269	6.99271494357782	-8.75955210894286	1.1438453389241e-06	0.000194521793649176	5.7858949906612
Hspb6	-0.795780105560725	3.41655663387858	-8.59429735451315	1.40455146912738e-06	0.000222933530405385	5.73597770960023
Ptger4	-0.471685180233385	5.48965032195551	-8.62954838438802	1.34403621814291e-06	0.000218176788365585	5.70498124032854
Asnsd1	-0.361437646544719	6.70195588662086	-8.6642322785468	1.28720601507805e-06	0.000211353309487241	5.66301974834046
Tm7sf2	-0.692192020821693	4.57678100476559	-8.56398260063948	1.45892218611858e-06	0.000226529385094607	5.62289648748103
Arhgap31	0.724777182599596	5.74546470065765	8.49418995437304	1.59283181820649e-06	0.000242059601309358	5.61041303642967
Arsa	-0.337250836178015	6.50577954563352	-8.610722182743	1.37600061287551e-06	0.00022085582870704	5.58611281247043
Podnl1	-0.540786681899035	1.28254332853968	-8.50911381437002	1.56313207664218e-06	0.000240100448546598	5.52321520934284
Col15a1	1.38568942247693	1.73534879093705	9.22200429745455	6.53643914038177e-07	0.000135525069493879	5.50069593687092
Slc14a1	1.4494290539394	0.747334328486601	8.58067328547594	1.42871406671702e-06	0.000224276708165414	5.46969921532342
Has2	0.685231793397866	0.155626324461599	8.34721562503531	1.91970741690388e-06	0.000287168903736306	5.40905178214011
Flcn	-0.406442570040499	6.31897445885298	-8.3156348314473	1.99888696647015e-06	0.000291899202251891	5.27435892980716
Adamtsl5	-0.422271227542778	5.13281712994465	-8.31421462663613	2.00252865388067e-06	0.000291899202251891	5.25655530126865
Myo1d	-0.479531301918874	4.23871186143399	-8.34308464078417	1.92987152668431e-06	0.000287168903736306	5.24030101304872
Gadd45b	-0.675740311735725	4.5033657481749	-8.22262229620695	2.25302482282072e-06	0.000315533917588176	5.23519363421389
Rassf2	-0.395811390315025	6.84097368758001	-8.27211612450218	2.11375886352999e-06	0.000301950453655259	5.20571977999147
Slc6a8	-0.275811282518388	6.89171457778664	-8.30268380734036	2.0323594726068e-06	0.000293255101678668	5.18853076780695
Cacna1a	-0.597329072817597	5.66520874838602	-8.15361076541657	2.46378833331268e-06	0.000335192536584492	5.15815078881648
Dhcr7	-0.399613831926766	5.01392283796812	-8.19841918223799	2.32466392437303e-06	0.00032193981757329	5.13639195743185
Idi1	-0.422665740127523	6.79252708791248	-8.25726933370442	2.15454395644162e-06	0.000304729311067016	5.11891324748935
Acat2	-0.360551415967164	5.95501674821513	-8.19207582636525	2.34383906388675e-06	0.00032193981757329	5.03277957534245
Pik3cb	0.528873270406833	5.59675450795797	8.06237745280549	2.77527489969035e-06	0.000360407290382515	5.00031040416915
Ptx3	-0.6152811770819	1.047960022956	-8.11602306713814	2.58734786136986e-06	0.000348681737732721	4.93998347811672
Stc2	-0.52528305452354	-0.122264154670102	-7.97744270654708	3.10320819672819e-06	0.000388853763949668	4.92199781756026
Ap3s1	-0.46791973753695	7.02158660912944	-8.10061637064351	2.63988880603138e-06	0.000349851663275297	4.90862309987737
Thbs1	-0.681387939766196	7.05915749511352	-8.07091597127498	2.74441440608287e-06	0.00035966935587976	4.89410121043433
Myl9	-0.975785460302803	-0.444575249242875	-7.94225992504482	3.25094159899343e-06	0.000400342247772597	4.88901318804104
Lox	-0.528766780136051	6.73100185501472	-7.99342753625423	3.0384679701171e-06	0.000384110751797547	4.82872221689317
Plpp3	0.436352506128814	4.38924723945381	8.03226544803762	2.88709638193684e-06	0.000368233676928283	4.81712440236847
Errfi1	0.470257445694021	4.4181194140482	7.91828699658747	3.35588953559734e-06	0.000409553151082702	4.72926029709553
Tmem55b	-0.420064731793929	6.24738766431024	-7.85954023188175	3.62864599648938e-06	0.000422881427502938	4.66177293726161
Cd109	-0.503774405638461	5.62585721399239	-7.87653439875665	3.54739340344611e-06	0.000422287623068564	4.62018627825654
Scarb1	-0.289433063186491	7.20065498086364	-7.86361389453611	3.6089898405556e-06	0.000422881427502938	4.58832902583258
Figf	-0.385443441899973	2.89903460237067	-7.8569525755171	3.64119115035781e-06	0.000422881427502938	4.57536797723849
Tmod3	0.312756570811417	6.34115464554424	7.78694368423407	3.99876065773205e-06	0.000453351555521448	4.56852295314388
Galnt12	0.944630489166256	3.45524085530365	7.90152917579716	3.43139323963666e-06	0.000411911364942938	4.55301542864273
Sorcs2	0.727737645967873	-0.344949740513974	7.64176638109074	4.86511295602127e-06	0.000515245461562242	4.5082606034479
Id4	-0.702571995886966	-0.767752328122459	-7.59953215108645	5.15318341605147e-06	0.000525808750702109	4.47562828729628
Gbp9	0.664021445004361	4.78629360134803	7.64113164615096	4.86931307741706e-06	0.000515245461562242	4.45346157910941
Sphk1	-0.532474175329332	2.09645863847847	-7.66952613835767	4.68514610920914e-06	0.000507025092197368	4.43838329277397
Aldh3a1	-0.718171628222424	-0.0894545987158337	-7.6086866063816	5.08923555390923e-06	0.000525808750702109	4.43281367394495
Cited2	-0.433135270439191	6.59789678184686	-7.70964325755218	4.43748837135125e-06	0.000491391638641494	4.40456070363097
Plk2	-0.370559472613524	6.85034942268684	-7.70151787544899	4.48649922404889e-06	0.000492997241657988	4.35916945255248
Grem1	-0.778527788557269	1.71864533053037	-7.51711298215835	5.76898219157646e-06	0.000556823720315336	4.34669797811978
Fchsd2	-0.396050195950115	5.89370701033901	-7.62182431245738	4.99893555088232e-06	0.000525072017237896	4.34027325984879
Jade2	0.446327029264514	5.15384695277874	7.53803544761215	5.60557717131001e-06	0.000552880343740048	4.32688290848384
Fbxo7	-0.313567400099764	4.96754811145118	-7.60510101757245	5.11418119161555e-06	0.000525808750702109	4.30377286368174
Sh3kbp1	0.31470058440793	6.82285983682436	7.64619704496355	4.83590196203949e-06	0.000515245461562242	4.30343921742953
Adamts7	0.493986774371208	0.725085155610659	7.49542709686407	5.94371409582045e-06	0.000562291098402617	4.26338574322561
Igf2	0.705173344863521	3.13732616441458	7.60179949365652	5.13726571345932e-06	0.000525808750702109	4.25187879753172
Slc25a23	0.868698275706894	4.15250471937004	7.42338325346413	6.56581634218727e-06	0.000587143058726225	4.23969325789192
Creb3l1	-0.290539381546096	3.80096003260135	-7.53719877967127	5.61201608976598e-06	0.000552880343740048	4.23394282041908
Pik3ip1	-0.422289641912627	3.55532289241248	-7.51728232271094	5.76763946385852e-06	0.000556823720315336	4.23223334340633
Tmeff1	-0.478951716345202	2.12753408778201	-7.55054876641601	5.51020873679435e-06	0.000550507714256054	4.22738218109632
Slc38a2	-0.42502151320325	9.05975739186341	-7.55046283035261	5.51085776259123e-06	0.000550507714256054	4.17002533464929
4833427G06Rik	-0.988601649437661	-1.72118527134413	-7.91220666080951	3.38307818185221e-06	0.000409553151082702	4.16111341913399
Nfil3	-0.421093071894262	4.96451816327015	-7.48353105835731	6.04195078490806e-06	0.000567824124752708	4.16092794767332
Slc30a1	1.73638103119901	3.76346090471128	7.77139854931504	4.08312568940965e-06	0.000459271263568637	4.11828566158691
Cx3cl1	0.475801436856662	2.32293517820385	7.46451673727833	6.2025761674546e-06	0.000579109807529993	4.11605886201247
Sdpr	-0.305551598116044	0.963820286854151	-7.52301550713019	5.72237590770745e-06	0.000556823720315336	4.11110334812255
Hmga1	0.574767101993385	7.44696436057059	7.49955781236087	5.91000182776781e-06	0.000562291098402617	4.07995230183051
Tspan11	-0.320628565302409	1.14381137385747	-7.4987755822397	5.91637023310731e-06	0.000562291098402617	4.07514764400349
Map1lc3a	-0.468099821205771	5.03467577408566	-7.42338232806971	6.56582476429296e-06	0.000587143058726225	4.06333975310315
Mcm5	0.569857164028042	5.01511455768421	7.40888582539263	6.69918041651745e-06	0.000587143058726225	4.02641586069193
Smox	-0.455544029326336	5.88204640679738	-7.41270506225066	6.66376927528351e-06	0.000587143058726225	4.01090995541765
Antxr1	-0.40669168358742	3.86987951230842	-7.4289483791782	6.51537493013837e-06	0.000587143058726225	3.98929053080033
Nr2f2	-0.425469551557512	2.21284811893844	-7.43406917554223	6.46932510642447e-06	0.000587143058726225	3.98091283230778
Ect2	0.379531224572097	4.99563483325555	7.33505545719377	7.42456663719555e-06	0.000633921149770312	3.97570642635005
Klhdc8a	-0.494741648134733	-0.118242876217268	-7.26761942160734	8.16040123708961e-06	0.000681703693987282	3.97520991842262
Insig1	-0.360092053744592	7.08975445816417	-7.42729548736029	6.53031328071543e-06	0.000587143058726225	3.9702094342204
Amotl2	-0.439870835877201	3.43862365462514	-7.41778076520185	6.61701643186275e-06	0.000587143058726225	3.96030045669068
Uhrf1	0.592352506773887	4.86695409010028	7.3662944742449	7.1079308367953e-06	0.000615374496991642	3.92925460921983
Dnmt3a	0.390959402426526	6.91350516850602	7.3385780833307	7.3881224869287e-06	0.000633921149770312	3.87260308844512
Galnt7	0.348402922451107	5.84568464131888	7.24626320132914	8.40930682035737e-06	0.000690384758211523	3.84120696546764
Abca9	0.471543314472796	5.04316972562696	7.1519660973748	9.60892827228433e-06	0.000754195276755943	3.83991221030115
Cyp1b1	-0.59266625704464	2.6091478387915	-7.27606113468884	8.06418495768957e-06	0.000677628718356444	3.78331148897887
Hsd17b7	-0.358432694086368	5.03340069002934	-7.27936051338708	8.02690817337029e-06	0.000677628718356444	3.76808459333559
Gpr176	-0.429341911735579	3.98842799095469	-7.18030050091231	9.23041668940249e-06	0.000736628505073266	3.75370216896076
Nmt2	0.302784204686845	5.72758129122588	7.2512762718398	8.3501632327254e-06	0.000690384758211523	3.75297018184682
Cryz	-0.319382141948871	4.68659282088221	-7.21616245200491	8.77393036099681e-06	0.000716203401181939	3.73200959659789
Bmp1	0.407154881337322	2.46021960525583	7.24677159405145	8.40328861603341e-06	0.000690384758211523	3.70863258897469
Mmp2	-0.331986663333476	4.80853716201784	-7.20733550737037	8.88401553718329e-06	0.00071680765745139	3.6720982548507
Cav2	-0.26604045938361	6.568725840572	-7.20353460408213	8.93187000534458e-06	0.00071680765745139	3.66986375364494
Klf10	0.620062973229121	4.6185004421665	7.05058609460567	1.11042192452185e-05	0.000825214035817342	3.66880257296849
Klf6	-0.289211244265672	7.66377636333907	-7.21110486605118	8.83682738374032e-06	0.00071680765745139	3.66663871227895
Cd200	0.653959636055235	2.17442818827118	7.04776569447845	1.11491990838465e-05	0.000825214035817342	3.65994700571589
Ccdc88b	1.76201362003499	3.94845948337581	7.75647480526167	4.16590484313877e-06	0.000464921489720604	3.65963300663084
Lhfp	-0.346611084348265	2.37729196855587	-7.1681537489114	9.39070360003106e-06	0.000745256671813576	3.65160529556305
Cotl1	0.751157380135101	6.97875668082766	7.10910956733166	1.02131187669163e-05	0.000788618386948107	3.64304398675806
Nmnat2	-0.420028679831075	0.308597512211387	-7.07174916058095	1.07728002325584e-05	0.000809944480642614	3.55789244547264
AC149090.1	-0.374607989831583	8.88193011735341	-7.13341338207828	9.86568445670532e-06	0.000765930991652367	3.55604335460977
Tgfbi	0.991249130347734	7.32764396640141	6.98469640974567	1.22072916543173e-05	0.000889699802458791	3.5288706546262
Ppm1e	-0.644248015973037	1.965294102498	-6.88721957733727	1.40577795144279e-05	0.000970122610452187	3.50498813700534
Fam198b	-0.418530927569387	6.09778440778638	-7.0897240486779	1.04995631199774e-05	0.000802065557052823	3.49939197234298
Grina	-0.318326484498084	7.80613027562226	-7.10081892299791	1.03345931890062e-05	0.000793707869381474	3.49430815918289
Acd	-0.316389345334918	4.82553245260299	-6.98606741841724	1.21831893870258e-05	0.000889699802458791	3.48041295323803
Gltscr2	-0.410208787806507	7.2865639229759	-7.07836592565453	1.06713497559788e-05	0.000806562070180724	3.46123585865351
Swap70	-0.273541961023113	6.86393605834705	-7.06571370961176	1.08662318892011e-05	0.000812691741032657	3.45526460664874
Mt1	0.7130367913144	5.44373778997952	6.95865825095721	1.26747875159999e-05	0.00091444110942454	3.4478864495258
Maoa	-0.305095893857837	4.98750772343391	-6.97350112210658	1.24060100941594e-05	0.000899593168502876	3.38958988008989
Eif4b	-0.254932888306907	9.69673586651312	-7.00555747657951	1.18459688184249e-05	0.000872266312222681	3.37863916872841
Kcnab2	0.592010693388428	5.51491207223174	6.82399881952399	1.54156003215736e-05	0.00102424116555199	3.37316157676183
Pmvk	-0.65702795949951	4.95481438124191	-6.93745048801121	1.30696052143997e-05	0.00092885229098358	3.37240794043908
Ucp2	0.623707718071376	7.64764602625771	6.92224183996887	1.33607705686611e-05	0.000940190185090263	3.32766785166235
Glis2	0.357872933788068	3.13518254517837	6.91731356928224	1.34565924778826e-05	0.000942291291894865	3.27868203487003
Colec12	-0.292469098343141	6.22670927267238	-6.9498062782818	1.28380192250524e-05	0.00092156333984861	3.26982406140655
Itga8	-0.496474748007527	3.22151936354403	-6.85880405555372	1.46516601493698e-05	0.000992229694079687	3.25921770106827
Lpin1	-0.397867805382734	5.8193029966936	-6.88960752069692	1.40090494916097e-05	0.000970122610452187	3.2402119633302
Ahr	-0.347700155967058	4.7070196245044	-6.80285627212615	1.59002102791594e-05	0.0010371438531406	3.2052058891166
Gcat	-0.450105962627243	4.39135244208369	-6.8207113223199	1.54899121657675e-05	0.00102441386707402	3.18404235640446
Plekhm3	0.64203024687915	5.42536395436005	6.69539230872783	1.86262183341161e-05	0.00114069797636858	3.17925953446189
Morc4	0.414224200672279	3.09395243184041	6.86444555008165	1.45316683566355e-05	0.000992229694079687	3.17890225550843
Mov10	0.322465698879777	5.04948713525645	6.82483605907493	1.53967355588603e-05	0.00102424116555199	3.17724393301632
Lig1	0.35270285211178	4.9897685186496	6.83000690013028	1.52807673555483e-05	0.00102424116555199	3.17059540074329
Fhdc1	-0.454717793065466	2.39407685383938	-6.78030016968004	1.64350950600922e-05	0.00105754654474512	3.14018167070307
Gpc4	-0.337128436510812	1.36000364361236	-6.85860255475245	1.4655965379826e-05	0.000992229694079687	3.13313678727233
Hs1bp3	-0.338459977423967	5.50229785404003	-6.78175517174054	1.6400022087478e-05	0.00105754654474512	3.11250959634313
Tgfb1	0.453830377182988	6.58692688012713	6.71523437293786	1.80878077333058e-05	0.00111780892036715	3.10988306185887
Sirpa	1.14809465993461	8.42213929305042	6.77350906927268	1.65998512179711e-05	0.00106143689282269	3.10452749871479
St3gal4	0.268170293147402	5.62767732139653	6.80577365974062	1.58323898139284e-05	0.0010371438531406	3.09806576824716
Akt1s1	-0.349704987603884	5.85269440360302	-6.81054627918659	1.57221019335008e-05	0.00103497800055327	3.09158637259272
Fuz	-0.36744376376183	4.13632607755529	-6.6331046262831	2.04296884154508e-05	0.00120097983133627	3.04883858291001
Efemp1	0.327215093310347	2.26785751349613	6.79335296879466	1.61232798170144e-05	0.00104691387357296	3.048399237052
Zfp710	0.462173394008197	5.95897192772626	6.63334607325926	2.04223504690594e-05	0.00120097983133627	3.03988871349644
Pdgfra	0.462231837763017	3.81856374015653	6.77103393614359	1.66603344635942e-05	0.00106143689282269	3.02692283801171
Pdgfc	-0.309845814090579	4.2632049168343	-6.72997618381666	1.76984924619006e-05	0.00111380927273222	3.01702135483951
Inpp5a	-0.409120416107543	5.16718462327496	-6.72613806270757	1.77989894802332e-05	0.00111516914353128	3.01561258689395
Btg2	-0.386492859315468	5.413226485092	-6.66616143811226	1.94505801501896e-05	0.00116255873408142	2.99985537882942
Ifi202b	0.376038609669437	1.9851913083852	6.76866397092719	1.67184669853067e-05	0.00106143689282269	2.99531670026464
Flt1	-0.634310931788937	2.96124664894394	-6.51231402534487	2.44759724479749e-05	0.00133206668029547	2.96698632213818
Aldh4a1	-0.490219989107832	4.55456487834694	-6.54244120127908	2.33930282465909e-05	0.00131122987681771	2.96220842787649
Scg2	-0.874688730722451	-1.29344292823535	-6.54425749860539	2.33293843796438e-05	0.00131122987681771	2.95351966930175
Sgcb	-0.346365134598719	5.63756484707522	-6.68651291628315	1.88726414120026e-05	0.00114235458716296	2.94696457986322
Rgma	0.474949985374958	1.05420310126457	6.72994470263133	1.76993143094305e-05	0.00111380927273222	2.94480768390284
Glmp	-0.300214469376902	7.01463823101717	-6.71275680249854	1.81541245729911e-05	0.00111780892036715	2.94178749884742
Slc44a1	-0.296646784371909	7.49458841732302	-6.71930239879429	1.79794761601473e-05	0.0011166818128161	2.92003434072135
Brdt	0.41017464965568	2.74850361331805	6.51640058613925	2.43260146997618e-05	0.00133206668029547	2.90890849464393
Epha4	-0.76313232490025	1.73354283186623	-6.52561965321104	2.39912819844617e-05	0.00133206668029547	2.90343922432463
Hs6st2	-0.366232560552048	-0.144293125085426	-6.57610735535979	2.22426779792836e-05	0.00128119618925027	2.89642461153644
Zmat3	-0.384989955547029	6.05590169320114	-6.68856457825679	1.88153975985059e-05	0.00114235458716296	2.88073528730479
S1pr3	0.381274803751622	1.96456169335929	6.69324244332131	1.86855671312738e-05	0.00114069797636858	2.8798740887933
Dusp6	0.635887670054455	3.95162708141479	6.52322115671317	2.40778959409647e-05	0.00133206668029547	2.87294290007971
Rbpj	0.286461885656561	7.68002452547347	6.67982722749215	1.90604654045479e-05	0.00114535268584324	2.85917547646697
Tmcc3	0.693669519792203	4.69440967945493	6.46408080365758	2.63218136111148e-05	0.00137731541184899	2.84796676854337
Ppip5k1	0.405040377179352	4.92664525134188	6.53417421282692	2.36850408508219e-05	0.00132164378341403	2.84003986532167
Akap2	-0.42042494574274	3.97911024367472	-6.64961446404956	1.99343102450519e-05	0.00118650675771069	2.83055190456591
Naga	-0.346462174305926	6.36111677326452	-6.59469238919171	2.16334655996002e-05	0.00126136349424608	2.8202109408688
Il1rl1	-0.366870007387314	5.1537072169229	-6.63558790279876	2.03543511030171e-05	0.00120097983133627	2.80909478118062
