	logFC	AveExpr	t	P.Value	adj.P.Val	B
Foxp1	-0.779847871009876	-5.36288223700369	-3.2388334124455	0.00792226606513146	0.0248114926215655	-3.03109067365141
Tbp	-0.234563587571662	4.53116573367486	-3.1988016712275	0.00850605954287619	0.0263502931491273	-3.10224588626737
Sox9	-0.261453248696992	-1.35639500805345	-3.17472338161117	0.008878071033429	0.0272069918766373	-3.14503672352212
Ahr	0.386564022451414	4.0119026841397	3.15177102821652	0.00924805970943409	0.0280393299700927	-3.18581841599522
Rfx2	-0.172556696533657	-0.065718981077413	-3.08121635362964	0.0104862184875306	0.0314586554625918	-3.31110528486478
Gata1	0.241915133452594	-0.228758980779308	3.02174738516834	0.0116593152617904	0.0346135921834401	-3.41658062352032
Elk4	0.128971278946876	2.61878790026435	2.95644788280666	0.0131005425432497	0.0384912847920222	-3.53220945412902
Max	0.195926635453706	3.44283430524777	2.94933484869386	0.0132679893294021	0.0385781038045241	-3.54479053203015
Sox13	-0.219287576390215	0.922625135139209	-2.94375637395882	0.0134008150057821	0.0385781038045241	-3.55465521091966
Foxo3	0.149220872715824	1.99316441590267	2.93154904348531	0.0136961553906183	0.0390340428632622	-3.57623515243622
Nr2f2	0.292907800206204	-1.66664638554457	2.92131787628852	0.0139487142653404	0.0393602333229902	-3.59431417055251
Tgif2	-0.14771667134643	-2.18706343324355	-2.85230256112579	0.0157788001898004	0.0440708874226477	-3.71607018106553
Twist1	-0.238122185525833	1.71762885892519	-2.84705633420659	0.0159273733492376	0.0440708874226477	-3.72531013470793
Ppara	0.198995430383239	-0.2086164913073	2.83888810822396	0.0161614866137772	0.0442886892781393	-3.73969179303266
Arntl	-0.138721773006182	0.390932863474162	-2.81848258888368	0.016761473201116	0.045495427260172	-3.77559370552881
Elf3	0.279872603504357	0.346805543917783	2.80425739864778	0.0171928454655047	0.0462260467704608	-3.80059919471947
Stat2	1.04358521941204	0.653084758882982	2.77147689489333	0.0182295176604091	0.0485552573197812	-3.85814671246494
Fosl2	0.141087035875209	-0.672022399867569	2.76531269483604	0.0184313034657186	0.0486381619234242	-3.86895597882563
Maff	0.416566328824356	1.14288205477435	2.75417651164185	0.0188015002683843	0.0491598860228396	-3.8884736565625
Tcf25	0.136125541476533	-5.10190921640002	2.72884799022472	0.0196712550959421	0.0509664336576683	-3.93281455383953
Stat6	0.220517346540848	-0.0821710193225289	2.68674500281884	0.0212062933563488	0.0540060848701278	-4.00635538166956
Meis1	0.362891580250051	1.67627572520175	2.68629187785564	0.0212234438787871	0.0540060848701278	-4.00714566409252
Six5	-0.155992867133486	1.80520033819973	-2.64918906998564	0.0226753769338871	0.0571901099659984	-4.07176484572881
E2f3	0.216204897330294	0.336584481516911	2.64265425510246	0.0229410903073389	0.0573527257683473	-4.08312688259932
Yy1	-0.123442330820841	0.399899409618284	-2.594025946102	0.0250173185422753	0.0619994416047693	-4.16748465832511
Hmbox1	-0.318984674186362	-3.65766918251808	-2.57729791077592	0.0257735099848844	0.0629091965955824	-4.1964215514553
Srf	-0.143236986261772	0.859287651110983	-2.57615734973071	0.0258258807076601	0.0629091965955824	-4.19839294955747
Zbtb11	0.116090807446422	3.54109497231721	2.53409218078033	0.0278321894744787	0.0672218135612408	-4.270952701307
Arid2	0.258910282388245	4.44602503319511	2.49929393755771	0.0296068431048064	0.0709071452510069	-4.33074969186102
Gata2	0.167647584364502	0.28276599017225	2.48108510016303	0.0305791427012664	0.0726254639155077	-4.36195269496401
Sox11	0.343615818895801	-0.334350323726565	2.45114626138712	0.0322460178654687	0.0759513643938725	-4.41312040481463
Hbp1	-0.14277568920357	-4.41102697863802	-2.4391502417552	0.0329385014139825	0.0769464992047953	-4.43357341282699
Smad2	-0.22164982646383	1.964952441717	-2.43264994084926	0.0333197705079983	0.0772043462990204	-4.44464427006957
Nr3c1	-0.215040861150079	-0.753496725163282	-2.42602396229787	0.033712833533146	0.0774851415882792	-4.45592034135615
Atf7	0.318884287609664	4.48665334536721	2.41339160550958	0.034474745180341	0.0786024190111775	-4.47739300582028
Arid3a	0.155906592852105	2.6461313715508	2.40544519766358	0.0349625800027725	0.0790299646614993	-4.49088334775478
Usf2	0.232472814980177	3.41158050637237	2.40134579695349	0.0352168614456506	0.0790299646614993	-4.49783753438871
Rxra	-0.24713147253043	-0.49050539421861	-2.3938140052752	0.0356887410293945	0.0794632124482613	-4.51060503522459
Gabpa	0.254653286583536	5.20560371323523	2.36718780142623	0.0374066121547952	0.0826425152257103	-4.55564124079809
Pgr	0.133493944422595	0.448926793830749	2.33981438579875	0.0392561178994254	0.0860614892410481	-4.60177503432318
Mafb	0.388816836601298	3.20857906086833	2.32934172313083	0.0399868461539363	0.0869942836173423	-4.61937910182352
Ncor1	-0.343031506711316	-3.84535961124865	-2.31163189060194	0.041252531610681	0.0880387254744763	-4.64908894894245
Ncoa2	0.318084399267338	2.78183177139418	2.30998455098885	0.0413722090869791	0.0880387254744763	-4.65184864887189
Arid1b	0.320366317806983	3.55471720003363	2.30968995593462	0.041393646363438	0.0880387254744763	-4.65234209827481
Hinfp	0.115435094925249	1.88387225351952	2.30177875344937	0.0419733549904717	0.0886104160909957	-4.66558546148017
Rfxank	0.13303006220005	-0.836855588144103	2.26232085281672	0.0449833696425508	0.0935785426870583	-4.7314032159503
Rfxap	0.13303006220005	-0.836855588144103	2.26232085281672	0.0449833696425508	0.0935785426870583	-4.7314032159503
Pou4f2	0.334073398456905	-0.0335478259441229	2.22848520788129	0.0477286108410198	0.0985699571716712	-4.78751916193435
Ncor2	-0.222021772566691	-4.7396888778981	-2.197234119409	0.0504060491498578	0.102638102215602	-4.83907032320058
Atf4	-0.204275781802788	0.631896839508703	-2.19709006564633	0.0504187168778398	0.102638102215602	-4.83930731432085
Thap11	0.130437932527691	-4.04105680637257	2.18755700372565	0.0512638148297288	0.10361834912392	-4.85497747257417
Sp4	0.163284612991152	3.09503554016985	2.16719924406553	0.0531139340653761	0.106601909919945	-4.88835252994945
Hif1a	0.179920223229314	2.81661236538871	2.16113474172542	0.053677251984785	0.106979138571075	-4.89827119337091
Pdx1	0.300503403857269	1.00224904456582	2.1229305319831	0.0573585818491682	0.113522193243145	-4.96049873033682
Cux1	0.132104790268981	3.05650815212502	2.08909458826581	0.0608175304088147	0.119537904596636	-5.01522918755271
Ar	0.135037206200568	2.65642631407553	2.08451873502543	0.0613001568431527	0.119661265070538	-5.02260231887995
Mef2a	0.33604703380818	5.80957192042141	2.06092901116588	0.063846034458336	0.123744023694145	-5.06050258931239
Pparg	0.203553786365429	0.74064475250375	2.05717673287349	0.0642600544095913	0.123744023694145	-5.06651393464616
Rfx1	-0.137650429078106	-0.533737724807872	-2.02361981634068	0.0680764552067043	0.129013044779832	-5.12005852736757
Irf9	0.214574188511889	2.84938238089207	2.02157203585919	0.0683160964414238	0.129013044779832	-5.12331330365929
Bach2	0.144210958804088	3.53465265239811	2.02124637272365	0.0683542798658058	0.129013044779832	-5.12383078117303
Creb1	0.146755442452743	-1.82394645880026	1.99248387875563	0.0718065024281795	0.134637192052837	-5.16938433628254
Thap1	0.0936700369314565	5.22742051199474	1.96443199832697	0.0753296059110677	0.140319854148067	-5.2135205455463
Mxi1	-0.145037692287265	-5.71069866360789	-1.95570304013393	0.0764583005203238	0.14149750420969	-5.22719423786523
Smarcc2	0.16903054524604	3.22236511990022	1.94253209084944	0.0781911331393301	0.143770793191671	-5.24777105437299
Klf5	0.148601201379623	2.76076110368089	1.92940538310073	0.079954328560701	0.146070407947434	-5.26821190943962
Irf3	0.124633506703325	1.38466191533558	1.91855111238329	0.0814400212644653	0.147078607786596	-5.2850630492491
Foxo4	-0.11561725144838	1.84777512303684	-1.91783946173703	0.0815383158957271	0.147078607786596	-5.28616624949986
Xbp1	0.116171431867548	1.11790262332723	1.90555927409645	0.083251843311239	0.147509707021915	-5.30517112452483
Prox1	0.120470449942728	2.06736748212938	1.90519719296841	0.0833028677086971	0.147509707021915	-5.30573056441984
Creb3	0.106040531275675	3.31503850959443	1.90500441992573	0.0833300450193976	0.147509707021915	-5.30602839028154
Irf2	0.192142177897468	2.1844342975958	1.86259323811468	0.0895118249501168	0.15658814344367	-5.37118199670128
Bcl6	-0.187518900104809	-2.9367154691216	-1.86229049320834	0.0895574294081342	0.15658814344367	-5.37164439789469
Arnt	0.309236973504457	4.43937541682098	1.85604420529779	0.0905031184719088	0.15727676075911	-5.38117609951711
Erg	0.100867178412441	1.015934558668	1.84719444266101	0.0918586520602662	0.158664944467732	-5.39465226866268
Nfic	0.0912998215686025	1.12098319313499	1.8335074683646	0.093991747422055	0.160690112438894	-5.41542823474382
Bach1	0.0996331702058693	2.90440358379874	1.82901054586178	0.0947024086749937	0.160690112438894	-5.42223657623705
Nfe2l2	0.0870250841716294	2.8249960024934	1.82888327676881	0.0947225925955588	0.160690112438894	-5.42242913345889
Kmt2a	0.34312045658677	5.08318872376777	1.80672174714274	0.0982976925793203	0.165768298136724	-5.45585078599316
Mta3	-0.12240944193695	-2.51385941472242	-1.78299478739492	0.102261101415544	0.171437728843705	-5.49139020514273
Smad1	0.15499159580062	2.23713404954267	1.7761424832214	0.10343241874236	0.1723873645706	-5.50160633116893
Atf2	0.155357268776504	1.53608304166782	1.76413186977436	0.105514840151676	0.174003336162346	-5.51946081836818
Six2	0.172644492288562	-0.358213222198448	1.7635134780082	0.105623077740652	0.174003336162346	-5.52037828413101
Etv4	0.185282496578781	1.89061320251934	1.75467740000804	0.107180664152428	0.175554536111735	-5.53346827336186
Pax8	-0.135128863209195	-1.4611791195757	-1.72400960381826	0.112748714831598	0.183619335582889	-5.57861389665153
Cebpg	0.147396327061033	3.69881397412571	1.67816704182759	0.121556783656417	0.196839109898175	-5.64524613286473
Hnf4a	-0.123144427127989	-1.34580779299144	-1.64757317626749	0.127771551520348	0.205733854142934	-5.68912720631895
Zfp24	-0.12197710052493	-0.51298712634682	-1.64241794923599	0.128846097383673	0.206006685407489	-5.69647396621344
Hoxb13	0.271564841199325	0.294883287830197	1.63983896183171	0.129386655045405	0.206006685407489	-5.70014411137375
Rfx5	0.123928784909385	-0.944284560226699	1.63233482249593	0.130970964100104	0.20628241348858	-5.71080343004024
Tfap2a	-0.119933271080041	2.19186284222854	-1.63216305943939	0.1310074275138	0.20628241348858	-5.71104706649569
Neurod1	0.0893524653145681	2.93427503707303	1.61578119109302	0.134526604140364	0.210659792197822	-5.73421220540464
Klf13	-0.105218514697406	-2.98851559796976	-1.60277230069426	0.13738029211036	0.213952913942364	-5.75250582246829
Otx2	0.181171130601372	1.52807029245093	1.55810892022448	0.147586272359781	0.2285983022964	-5.81461189545565
Ncoa1	0.201051943863414	4.29854911477108	1.55339624845071	0.148700836962278	0.229079667752699	-5.82110054252039
Stat3	0.130725590411722	0.489905007431051	1.49802679921548	0.16235328434993	0.24876712924586	-5.89638646924847
Foxa1	0.0902370671885639	-1.04535459041748	1.46632042061445	0.170647205845213	0.259758817912371	-5.9386895568958
Atf1	0.100013029774298	-0.581696555634897	1.46369601423609	0.171349676377283	0.259758817912371	-5.94216406148352
Gli2	-0.0950991969504957	-0.779243392535022	-1.4439481659143	0.176715086232388	0.265893213866639	-5.9681742640296
Prdm14	0.203443008347428	1.12124929029324	1.441963459409	0.177262142577759	0.265893213866639	-5.9707751498492
Zfp217	0.158708749874843	3.10605705640514	1.43022292915936	0.180527747478073	0.269373864037963	-5.98611093438195
Tcf3	0.0697409536888734	0.972393540638433	1.40864410584812	0.186662753992025	0.277077525456913	-6.01407372776114
Mnt	-0.0858246663538464	-5.00136250137797	-1.3851486750185	0.193541482261121	0.285799598157614	-6.04418535946139
Myc	0.138657144819501	8.08628103224901	1.37710477937181	0.195944789124375	0.287857035569314	-6.05441309961359
Hnf4g	0.088586186963678	0.389000677534002	1.36048319390746	0.20098992730386	0.292341334872812	-6.07541436861101
Foxm1	0.0665603684286578	1.75450825686188	1.36029136849411	0.201048777666916	0.292341334872812	-6.07565568669776
Bcl3	-0.0587056043563878	4.60328598510902	-1.34625286625249	0.205394724891058	0.297144652761175	-6.09325058628031
Hnf1b	-0.0936800904274548	-0.425976297531612	-1.31228043988159	0.216234321367425	0.311246371665232	-6.13528691716846
Tead4	0.167817443741516	2.96785021363175	1.29753679078218	0.221082772447077	0.316182273918589	-6.15328775886476
Ncoa3	0.205279539684365	4.46462516114704	1.29513099668473	0.221882297486729	0.316182273918589	-6.15621094976394
Pax6	0.0860474935084637	0.268141380424528	1.27339318281341	0.229213996138702	0.322728530066739	-6.18244282715498
Rest	0.0920822157892411	3.04265823230589	1.27327644427062	0.229253894863445	0.322728530066739	-6.18258281569066
Smad5	0.0655050316636592	2.48131879616372	1.27031149802944	0.230269140998993	0.322728530066739	-6.18613508370342
Sox6	0.105371591188116	1.34784621251092	1.26816711052502	0.23100568467935	0.322728530066739	-6.18870042515778
Klf3	0.0941181390869184	1.58282230738732	1.23713630452713	0.241878886930306	0.336270647683597	-6.22546041999986
Trp53	0.070690311572885	1.14462790773084	1.23316295790189	0.243300396950758	0.336604918111486	-6.23011800125194
Cdx2	-0.183373082671482	-2.53242906988723	-1.22423540953106	0.246518755477097	0.339409880729336	-6.24054165169897
E2f5	-0.056242634476142	1.4763031063674	-1.21214591896268	0.250931124886009	0.343823897079387	-6.25456556762476
Zfp263	-0.20275187179336	-3.94107618869388	-1.18132254427209	0.262465372204125	0.35632701482301	-6.28983887471948
Hoxa9	0.142154481277746	1.78490598964718	1.17943118891514	0.263186535978348	0.35632701482301	-6.29198051301092
Gatad1	0.0906696800813487	2.94148178943435	1.17780714949151	0.263807017991772	0.35632701482301	-6.29381734511452
Grhl2	-0.145613424838876	0.742112400014558	-1.17226397277003	0.265933521403199	0.357504969810904	-6.30007207082542
Clock	0.0980142890883899	1.76461921912317	1.14184711579407	0.277842356304463	0.37176089928062	-6.33398391937406
Hsf1	-0.0491787264620791	1.76372808562949	-1.12734912300057	0.283662672232725	0.377775054141713	-6.34990144030451
Zfp639	-0.0597983921589123	-4.66776333019723	-1.11552643910636	0.288478353021492	0.382401537726164	-6.36276261465152
Lhx2	0.130927803912087	0.326234221712185	1.11028802737315	0.2906321023262	0.383472912791514	-6.36842673938315
Nr2c2	0.0509112474399744	4.39401160414818	1.10536315797954	0.29266817798344	0.384379865093458	-6.37373247752865
Epas1	0.131725212419536	-0.617679022717434	1.09968924727538	0.295027455775934	0.384915539457316	-6.37982184677839
Tcf12	0.184141879265014	4.11348632506879	1.09775396918644	0.295835484440135	0.384915539457316	-6.38189310188893
Tcf7l2	-0.0608412736070715	-1.32155386545257	-1.09466720573571	0.297127784844244	0.384915539457316	-6.38519070458729
Zfp110	0.0565860896240444	0.0481576759309644	1.08562722781379	0.300937218775916	0.386338321401514	-6.39480529349245
Zfp369	0.0565860896240444	0.0481576759309644	1.08562722781379	0.300937218775916	0.386338321401514	-6.39480529349245
Maz	0.0662911634735579	4.93700681036996	1.02757980178483	0.326284603173987	0.417000501814289	-6.45499904327736
Rcor1	-0.0927155545687497	-2.80691576053635	-1.00588267969509	0.336155938106071	0.427698403393885	-6.4768010524989
Klf4	-0.0544861989830024	0.322171208537723	-0.945889683708405	0.364585083462053	0.461807772385267	-6.53505757982043
Dnmt3b	0.0527299401613438	-0.156025348352503	0.919307106052993	0.377716965748221	0.474226146423977	-6.55990082494614
Dnmt3c	0.0527299401613438	-0.156025348352503	0.919307106052993	0.377716965748221	0.474226146423977	-6.55990082494614
Mybl2	0.0683921634211804	2.00420913806956	0.912993798237972	0.38088413172529	0.476105164656613	-6.56571212256185
Ctcfl	0.0802275953783083	2.28060792254658	0.905174172912738	0.384832705143325	0.478940266226408	-6.57286232136965
Foxp2	0.0792997999359955	-2.98072480893856	0.901673872154567	0.386609433703916	0.479059515676592	-6.5760458365431
Trp63	-0.0649649524782434	-0.899184697047926	-0.885362862780004	0.394964016977101	0.486302362614084	-6.59074032803943
Fli1	0.0543532032311131	0.341555304317934	0.8836139165348	0.395867186408658	0.486302362614084	-6.59230217851376
Zfp384	0.128437040243564	7.021516769135	0.878776279558821	0.398372790359581	0.487280022542835	-6.59660836619554
Ascl1	0.109922637548587	1.11745963606638	0.874838872875963	0.400420162524808	0.487691223587908	-6.60009808270125
Trp73	0.089149487468989	1.70827915544766	0.846856301701489	0.415177926535288	0.503513655585349	-6.62450537500041
Mafk	0.122604156859884	2.052019362241	0.827296501405626	0.425708976922599	0.514097705181952	-6.64115298136175
Meis2	0.104150335295023	2.11072963226652	0.761553635679272	0.46239343891622	0.556042743000518	-6.69457377137226
Mafg	-0.0759712296075907	1.66348377217819	-0.716635139550576	0.488584101045983	0.583059180476804	-6.72878517400326
Foxk2	0.0683615692542325	5.23262760667214	0.716016019148834	0.488951382926162	0.583059180476804	-6.7292435397554
Kdm5b	-0.0539629220272468	2.64728470997242	-0.67837151629512	0.511600106887796	0.607477667243063	-6.75643309602776
Zbtb33	0.0406121702360367	1.75193725970704	0.67388149372222	0.514342781319676	0.607477667243063	-6.75958624327165
Cebpb	0.0632008511768187	-1.10936422170982	0.671463908366287	0.515823142009899	0.607477667243063	-6.76127603117548
Esr1	0.0626901609611408	1.34670903389451	0.667351755739097	0.518346925870039	0.607937752563626	-6.76413740515354
Klf6	-0.0381541637029219	6.05690963733227	-0.663053163711311	0.520992909457756	0.608204102269605	-6.76711119395879
Creb3l1	0.048132544387439	3.10938927496237	0.660056599441502	0.522842123003696	0.608204102269605	-6.76917374862957
