cluster	gene	PHD2cKO_p_val	PHD2cKO_avg_logFC	PHD2cKO_pct.1	PHD2cKO_pct.2	PHD2cKO_p_val_adj	WT_p_val	WT_avg_logFC	WT_pct.1	WT_pct.2	WT_p_val_adj	max_pval	minimump_p_val
4	Susd5	3.46148426985623e-111	0.829575169114486	0.459	0.001	5.09045876725056e-107	6.40258382922102e-196	0.962206805078227	0.657	0.009	9.41563977925243e-192	3.46148426985623e-111	1.28051676584422e-195
4	Rcan2	8.29433113206694e-81	0.887690282072662	0.527	0.02	1.21976433628176e-76	9.65956281725115e-162	1.22252133821454	0.724	0.041	1.42053530790495e-157	8.29433113206694e-81	1.93191256345029e-161
4	Npnt	2.81305067966428e-105	1.041844301536	0.486	0.005	4.13687232951429e-101	5.14913673126362e-157	1.33061022764606	0.586	0.016	7.57232047699629e-153	2.81305067966428e-105	1.02982734625275e-156
4	Myh11	1.48325318242679e-151	2.1640007003719	0.676	0.005	2.18127213007683e-147	5.04646376800273e-145	2.32683162944861	0.63	0.034	7.42132961722481e-141	5.04646376800273e-145	2.96650636485352e-151
4	Col18a1	5.21738394147935e-83	1.20088268519772	0.662	0.04	7.67268482433953e-79	1.13501377586054e-149	1.29740492251247	0.773	0.065	1.66915125878051e-145	5.21738394147935e-83	2.27002755172104e-149
4	Cnn1	1.85200550559936e-144	2.27285528786536	0.649	0.005	2.72355929653442e-140	3.78454393516917e-133	2.20765543240284	0.58	0.03	5.56555031105978e-129	3.78454393516917e-133	3.70401101119867e-144
4	Kcnmb1	1.5875409504362e-97	0.81496749127048	0.405	0.001	2.33463772171148e-93	3.16666374541673e-141	0.904087785056989	0.459	0.004	4.65689570400984e-137	1.5875409504362e-97	6.33332749083351e-141
4	Postn	3.47281491982597e-76	1.50211363497535	0.554	0.026	5.10712162109607e-72	4.78692392849614e-140	1.55225309149284	0.685	0.047	7.03965032924642e-136	3.47281491982597e-76	9.57384785699213e-140
4	Mylk	3.92684063809761e-89	2.15132649789667	0.797	0.068	5.77481184238635e-85	1.1232039006869e-138	1.73439254734749	0.785	0.085	1.65178365635015e-134	3.92684063809761e-89	2.24640780137386e-138
4	Map3k7cl	1.36540048431732e-77	0.740921326858742	0.351	0.003	2.00795795223706e-73	5.72496057984514e-136	0.819548263893793	0.459	0.006	8.41912702872026e-132	1.36540048431732e-77	1.14499211596901e-135
4	Mustn1	9.41024647926221e-68	2.02680181268836	0.865	0.121	1.3838708472403e-63	8.13755567154482e-136	1.97801630571415	0.867	0.124	1.19670893705738e-131	9.41024647926221e-68	1.62751113430893e-135
4	Hspb6	2.36210171027422e-94	1.34233525508153	0.568	0.018	3.47370677512927e-90	1.17721987951737e-135	1.32024656231917	0.652	0.044	1.73121955481825e-131	2.36210171027422e-94	2.35443975903477e-135
4	Tagln	3.37922822646278e-121	3.76710109747208	0.838	0.045	4.96949302983616e-117	6.75750364466959e-126	3.45221188358062	0.768	0.104	9.93758485985109e-122	3.37922822646278e-121	1.35150072893392e-125
4	Mtus2	3.46486270297365e-51	0.625804005231133	0.338	0.013	5.09542709099305e-47	3.14098056493922e-125	0.839263481839953	0.569	0.031	4.61912601879962e-121	3.46486270297365e-51	6.28196112987856e-125
4	Serpine2	1.51694678144132e-89	2.49276657869568	0.932	0.108	2.2308219367876e-85	4.26126394326259e-125	2.12338812540387	0.994	0.242	6.26661475496196e-121	1.51694678144132e-89	8.52252788652525e-125
4	Hspb7	6.37389005805666e-99	1.13939273961064	0.527	0.011	9.37344271937812e-95	5.07912915948516e-120	1.13095195351088	0.63	0.05	7.46936734193888e-116	6.37389005805666e-99	1.01582583189705e-119
4	Itga8	3.38957152388519e-91	1.59524315861786	0.5	0.012	4.98470388302556e-87	1.77902089483603e-117	1.712772335663	0.608	0.05	2.61622812794587e-113	3.38957152388519e-91	3.558041789672e-117
4	Ppp1r14a	6.05446350496004e-117	1.89496149445894	0.703	0.024	8.90369403039423e-113	5.93259850100921e-89	1.89079931254345	0.575	0.073	8.72447935558414e-85	5.93259850100921e-89	1.21089270099199e-116
4	Cspg4	4.86962445948286e-59	0.51540612569508	0.405	0.016	7.16126973011549e-55	1.14094358917936e-116	0.791190770048399	0.547	0.031	1.67787164224716e-112	4.86962445948286e-59	2.28188717835867e-116
4	Sh3bgr	4.51041246828955e-95	0.908464685627078	0.432	0.004	6.63301257586662e-91	2.36840306678007e-113	1.28032428535766	0.475	0.02	3.48297355000678e-109	4.51041246828955e-95	4.73680613356013e-113
4	Pdlim3	5.79926519618088e-68	0.903189176637208	0.446	0.017	8.5283993975036e-64	4.62494085078464e-113	1.04920603976618	0.53	0.032	6.80143801516388e-109	5.79926519618088e-68	9.24988170156937e-113
4	Ncam1	1.25279435798417e-94	1.01332219864376	0.514	0.011	1.84235938285151e-90	7.69080230946857e-113	1.09706795307014	0.624	0.054	1.13100938763045e-108	1.25279435798417e-94	1.53816046189373e-112
