cluster	gene	PHD2cKO_p_val	PHD2cKO_avg_logFC	PHD2cKO_pct.1	PHD2cKO_pct.2	PHD2cKO_p_val_adj	WT_p_val	WT_avg_logFC	WT_pct.1	WT_pct.2	WT_p_val_adj	max_pval	minimump_p_val
5	Egfl7	2.79449257371618e-36	1.20733015568144	0.945	0.194	4.10958077890702e-32	8.52580146293322e-56	1.75237893891773	0.955	0.119	1.25380436313896e-51	2.79449257371618e-36	1.70516029258664e-55
5	Lrg1	2.88627101922924e-54	2.80287765717088	0.836	0.128	4.24455016087852e-50	9.33417411038469e-44	2.51575945521484	0.727	0.095	1.37268364467317e-39	9.33417411038469e-44	5.77254203845851e-54
5	Pdia5	1.49445251742395e-53	1.11812825797225	0.582	0.048	2.19774187212366e-49	8.34181008550015e-23	1.01734097130334	0.455	0.07	1.22674659117365e-18	8.34181008550015e-23	2.98890503484793e-53
5	Edn1	6.79795408180462e-37	1.88535314687318	0.564	0.07	9.99707127270188e-33	5.050268066297e-53	1.92609625896121	0.523	0.034	7.42692421829637e-49	6.79795408180462e-37	1.0100536132594e-52
5	Grrp1	3.31391478970882e-52	1.36908507726449	0.782	0.095	4.8734430897458e-48	7.86327980924138e-51	1.07113898930171	0.5	0.031	1.15637392874704e-46	7.86327980924138e-51	6.62782957941765e-52
5	Cdh5	8.76518582302851e-24	0.681329010448706	0.818	0.178	1.28900822713457e-19	7.47957633934776e-52	1.35115119020255	0.886	0.101	1.09994649646448e-47	8.76518582302851e-24	1.49591526786956e-51
5	Ldb2	1.83541291556837e-13	0.431512944958893	0.291	0.047	2.69915823363485e-09	3.51839543743686e-51	0.867021995689341	0.455	0.024	5.17415233029464e-47	1.83541291556837e-13	7.03679087487373e-51
5	Emcn	2.06220166881688e-33	1.08672800516178	0.855	0.168	3.0326737741621e-29	6.98299869801325e-51	1.67817393794148	0.818	0.093	1.02691978852983e-46	2.06220166881688e-33	1.39659973960266e-50
5	Tie1	5.95423203760311e-20	0.646981472013928	0.618	0.132	8.75629363449913e-16	1.14384571983349e-50	1.09923476196002	0.75	0.074	1.68213951558713e-46	5.95423203760311e-20	2.28769143966699e-50
5	Ctnnal1	3.38522209540584e-50	0.853403201726423	0.455	0.026	4.97830761350382e-46	1.93859900443856e-27	0.839009514619195	0.341	0.03	2.85090369592735e-23	1.93859900443856e-27	6.77044419081168e-50
5	Samd5	5.11988460867581e-40	0.559326298436558	0.273	0.009	7.52930230551864e-36	1.43563386554397e-49	0.668355361535137	0.25	0.005	2.11124316266897e-45	5.11988460867581e-40	2.87126773108796e-49
5	Gpr182	3.39050908115772e-49	0.644560246750238	0.345	0.012	4.98608265475055e-45	2.58855228725301e-23	0.558320714674164	0.227	0.014	3.80672499363428e-19	2.58855228725301e-23	6.78101816231549e-49
5	Slco2a1	5.22478015037548e-48	0.836847135424343	0.364	0.015	7.68356168914218e-44	5.15786607849559e-36	0.965800692360076	0.364	0.024	7.58515785503561e-32	5.15786607849559e-36	1.04495603007509e-47
5	Exoc3l2	6.45766156815738e-48	0.531179467726126	0.236	0.003	9.49663710213224e-44	1.05534513416599e-38	0.391016624752211	0.182	0.003	1.5519905543045e-34	1.05534513416599e-38	1.29153231363148e-47
5	Aqp1	1.10495816219327e-47	1.98337138229957	0.964	0.196	1.62495147332142e-43	1.63069515842891e-28	1.99818392289812	0.886	0.241	2.39810029998555e-24	1.63069515842891e-28	2.20991632438654e-47
5	Ctla2a	5.53066718127625e-40	1.86295586795924	0.927	0.199	8.13339915678485e-36	9.12469704148147e-47	1.91361345369604	0.818	0.113	1.34187794692026e-42	5.53066718127625e-40	1.8249394082963e-46
5	Spns2	2.55680760241119e-45	0.552748957707369	0.291	0.008	3.7600412601059e-41	1.01824540759124e-22	0.470785074746351	0.205	0.012	1.49743169640368e-18	1.01824540759124e-22	5.11361520482238e-45
5	Clec1a	1.08516295638638e-32	0.706164495728268	0.636	0.091	1.59584064366182e-28	5.11849114013204e-45	0.932853776686664	0.568	0.048	7.52725307067818e-41	1.08516295638638e-32	1.02369822802641e-44
5	AU021092	1.80670727397467e-43	0.764554148065505	0.4	0.022	2.65694371710715e-39	3.71165944449923e-43	0.806295521061876	0.341	0.015	5.45836637908056e-39	3.71165944449923e-43	3.61341454794935e-43
5	Dll1	1.8192105841315e-19	0.461978541891607	0.255	0.024	2.67533108502379e-15	1.26212084472532e-42	0.660360151691089	0.318	0.013	1.85607491425306e-38	1.8192105841315e-19	2.52424168945064e-42
5	Rasa4	2.11012076255955e-42	1.25761298528181	0.636	0.083	3.10314359342007e-38	4.33347611450914e-13	1.09555034870338	0.409	0.094	6.37280997399715e-09	4.33347611450914e-13	4.22024152511909e-42
5	Esam	6.36655530575372e-30	0.968213881788765	0.927	0.215	9.36265623264142e-26	9.34644586735987e-42	1.39423337685569	0.864	0.128	1.37448832925394e-37	6.36655530575372e-30	1.86928917347197e-41
5	Klk8	1.61374915343686e-12	0.509772656742294	0.218	0.03	2.37317950504425e-08	3.50362448268776e-41	0.707606919011206	0.364	0.019	5.15243016424062e-37	1.61374915343686e-12	7.00724896537555e-41
5	Pecam1	4.28073545453611e-33	1.44499000485586	0.927	0.262	6.2952495594408e-29	9.74114157184183e-41	1.88044994489553	0.977	0.225	1.43253227955506e-36	4.28073545453611e-33	1.94822831436837e-40
5	Fam167b	2.62863123458517e-29	0.736970149674531	0.255	0.013	3.86566509358095e-25	2.79768183774156e-40	0.643889156519242	0.318	0.015	4.11427091058274e-36	2.62863123458517e-29	5.59536367548316e-40
5	Tmem255b	3.41405682481185e-40	0.782538110546212	0.418	0.029	5.02071196656831e-36	2.80539847324955e-19	0.562452568050183	0.25	0.022	4.12561899476079e-15	2.80539847324955e-19	6.82811364962371e-40
5	Sema6a	3.92647177507109e-40	0.782684206037865	0.545	0.054	5.77426939241954e-36	1.71476931259292e-39	0.925558539361491	0.5	0.042	2.52173975109915e-35	1.71476931259292e-39	7.85294355014217e-40
5	Adcy4	3.97261832696289e-15	0.654932471568761	0.364	0.067	5.84213251163163e-11	1.53499589559619e-39	0.79047151914776	0.5	0.042	2.25736496406376e-35	3.97261832696289e-15	3.06999179119237e-39
5	Spint2	3.70224278465801e-39	1.36972958796761	0.709	0.111	5.44451823911806e-35	8.08307894613033e-26	1.01508306511321	0.705	0.143	1.18869758981793e-21	8.08307894613033e-26	7.40448556931603e-39
5	Rnd1	5.69480359377227e-39	1.32738215753549	0.4	0.028	8.3747781650015e-35	9.32810549377937e-11	0.435562660599157	0.205	0.029	1.37179119391519e-06	9.32810549377937e-11	1.13896071875446e-38
5	Amigo2	2.82891364935887e-38	0.706128602439436	0.382	0.025	4.16020041274715e-34	1.37578741367926e-33	0.645908225644691	0.341	0.022	2.02323297055673e-29	1.37578741367926e-33	5.65782729871776e-38
5	Sorbs2	1.56220925655789e-33	0.803262466973546	0.436	0.042	2.29738493269403e-29	9.19508515623779e-38	0.893952965376726	0.568	0.06	1.35222922307633e-33	1.56220925655789e-33	1.83901703124756e-37
5	Adgrf5	4.50748266750217e-26	0.845395997951178	0.745	0.154	6.62870401082869e-22	1.24842517537167e-37	1.09800724654106	0.682	0.084	1.83593406290158e-33	4.50748266750217e-26	2.49685035074334e-37
5	Acer2	8.53392189258698e-21	0.668860807427323	0.364	0.048	1.25499855352384e-16	1.42156427025968e-37	0.741941841379157	0.295	0.013	2.09055241584389e-33	8.53392189258698e-21	2.84312854051935e-37
5	Hs3st1	2.64538585744502e-35	0.772164544643449	0.418	0.036	3.89030444195864e-31	3.18030148829668e-35	0.927283622768937	0.432	0.037	4.67695136868909e-31	3.18030148829668e-35	5.29077171489003e-35
5	Crim1	5.1569648735386e-35	1.00241916152458	0.727	0.127	7.58383254302586e-31	2.85672925521992e-31	1.09585437785695	0.705	0.125	4.20110604272642e-27	2.85672925521992e-31	1.03139297470772e-34
5	Tek	1.14690209595719e-23	0.678633450630074	0.473	0.07	1.68663422231464e-19	4.02760838636644e-34	1.07033115000729	0.477	0.045	5.92300089299049e-30	1.14690209595719e-23	8.05521677273295e-34
5	Clec14a	1.84722212038815e-33	1.02567847966479	0.655	0.101	2.71652485024282e-29	3.28303729286241e-29	1.18242164173908	0.591	0.092	4.82803464288347e-25	3.28303729286241e-29	3.69444424077631e-33
5	Sox18	9.05946323538905e-20	0.689606243772243	0.636	0.14	1.33228466339631e-15	2.52907656238057e-33	1.10730002988721	0.568	0.066	3.71925999263686e-29	9.05946323538905e-20	5.05815312476114e-33
5	Adgrl4	9.5868144521957e-15	0.701882937348007	0.582	0.155	1.4098369333399e-10	9.53287772182765e-33	1.08098699881182	0.636	0.084	1.40190499777197e-28	9.5868144521957e-15	1.90657554436553e-32
5	She	2.28945640325308e-08	0.354131832771751	0.218	0.044	0.000336687458662398	3.13558039151293e-32	0.712769467904439	0.364	0.026	4.61118452375891e-28	2.28945640325308e-08	6.2711607830259e-32
5	Tspan9	1.65892958226669e-09	0.334820220004959	0.255	0.054	2.4396218436814e-05	1.87638437081271e-31	0.721274221112347	0.5	0.055	2.75941085571717e-27	1.65892958226669e-09	3.75276874162545e-31
5	Tspan7	4.45479905214654e-31	1.03512162510168	0.8	0.164	6.5512274860867e-27	1.06208808061008e-20	1.13646965937937	0.682	0.164	1.56190673134519e-16	1.06208808061008e-20	8.90959810429306e-31
5	Robo4	5.18145615651109e-11	0.293238012217161	0.291	0.056	7.6198494237652e-07	1.51365416901291e-30	0.821757885803777	0.409	0.037	2.22597982095038e-26	5.18145615651109e-11	3.0273083380258e-30
5	C130074G19Rik	1.18599805032783e-18	0.355938191724456	0.255	0.025	1.7441287328121e-14	1.08517887977712e-29	0.547148705752149	0.318	0.022	1.59586406060023e-25	1.18599805032783e-18	2.17035775955425e-29
5	Ypel2	1.98826715652403e-23	0.669370732070457	0.418	0.059	2.92394568038424e-19	1.23728839271276e-29	0.909503480526602	0.523	0.069	1.81955631032339e-25	1.98826715652403e-23	2.47457678542552e-29
5	Palmd	2.18839796314525e-13	0.443937770514701	0.436	0.097	3.2182580446014e-09	1.36008712221539e-29	0.852198814928861	0.523	0.062	2.00014412192996e-25	2.18839796314525e-13	2.7201742444308e-29
5	Car8	1.48097751785433e-17	0.817210963285499	0.291	0.038	2.17792553775657e-13	1.61587771176083e-29	0.85790431420377	0.318	0.022	2.37630976291548e-25	1.48097751785433e-17	3.23175542352169e-29
5	Il6st	1.6897880989979e-29	1.46639325534169	0.818	0.252	2.48500237838631e-25	7.59571728696769e-17	1.51191722288005	0.727	0.302	1.11702618422147e-12	7.59571728696769e-17	3.3795761979958e-29
5	Sox17	2.08229831325561e-11	0.607197626647786	0.4	0.099	3.0622278994737e-07	3.14956351347708e-29	1.03603257575914	0.432	0.043	4.63174810291939e-25	2.08229831325561e-11	6.29912702695417e-29
5	Ece1	3.68279253293292e-29	1.07978503411629	0.764	0.176	5.41591469893115e-25	2.58251341115644e-28	1.35785507371179	0.795	0.206	3.79784422244667e-24	2.58251341115644e-28	7.36558506586587e-29
5	Tgm2	3.76120693735333e-29	1.3651727353932	0.873	0.268	5.53123092207181e-25	1.13362029525554e-24	1.32267519062023	0.864	0.283	1.6671020062028e-20	1.13362029525554e-24	7.5224138747067e-29
5	Cavin2	2.13366835529152e-23	0.985695469953334	0.909	0.271	3.13777268329171e-19	1.91609667233603e-28	1.44665811175115	0.864	0.204	2.81781176633736e-24	2.13366835529152e-23	3.83219334467208e-28
5	Gimap5	4.62433963956594e-09	0.308989211075632	0.327	0.081	6.80055387394567e-05	5.31537898757265e-28	0.686058668454898	0.432	0.044	7.81679633912434e-24	4.62433963956594e-09	1.06307579751453e-27
5	Tinagl1	1.39409866287916e-27	0.81149876178005	0.873	0.196	2.0501614936301e-23	5.58139042295318e-28	1.09576134998858	0.795	0.152	8.20799275599495e-24	1.39409866287916e-27	1.11627808459064e-27
5	S1pr1	2.31588671858273e-21	0.684183921775317	0.836	0.228	3.40574300834776e-17	7.78059325870284e-28	0.979592615347786	0.773	0.152	1.14421404462484e-23	2.31588671858273e-21	1.55611865174057e-27
5	Mkl2	8.26145854028822e-28	0.902396715753011	0.618	0.113	1.21493009293479e-23	2.92546504258947e-09	0.494759999518161	0.409	0.123	4.30218889163208e-05	2.92546504258947e-09	1.65229170805764e-27
5	Pkn3	6.37277734182801e-18	0.41067118244639	0.182	0.013	9.37180635889227e-14	8.70763922751468e-28	0.615629046853907	0.295	0.021	1.28054542479831e-23	6.37277734182801e-18	1.74152784550294e-27
5	Prex2	5.85832561764968e-18	0.918036621652923	0.564	0.14	8.61525365331562e-14	2.01836729679694e-27	1.08924055779548	0.636	0.108	2.96821094666958e-23	5.85832561764968e-18	4.03673459359389e-27
5	Adgrg1	7.72558946055086e-13	0.343069101819818	0.473	0.111	1.13612518606861e-08	2.25746487340607e-27	0.754025485887181	0.5	0.061	3.31982784283097e-23	7.72558946055086e-13	4.51492974681214e-27
5	Rasip1	5.74383711965014e-27	0.756177160140159	0.727	0.135	8.4468868681575e-23	5.00905013144395e-26	0.651084045467651	0.545	0.074	7.36630912330148e-22	5.00905013144395e-26	1.14876742393003e-26
5	Gimap1	5.42021231559749e-18	0.455742534415246	0.673	0.156	7.97096423131766e-14	5.83283309825886e-27	0.865734149124201	0.545	0.075	8.57776435429948e-23	5.42021231559749e-18	1.16656661965178e-26
5	Podxl	7.69313800213159e-27	0.692758602250455	0.545	0.08	1.13135287459347e-22	1.69358730261637e-26	0.862954541927382	0.477	0.058	2.49058948722764e-22	1.69358730261637e-26	1.53862760042632e-26
5	Calcrl	4.47550329234294e-12	0.613279545632795	0.309	0.064	6.58167514171952e-08	1.23565232429949e-26	0.994865424125216	0.523	0.076	1.81715030811484e-22	4.47550329234294e-12	2.47130464859899e-26
5	Flt1	3.58377070325793e-21	1.0008525518368	0.745	0.197	5.27029319621111e-17	2.9180057135749e-26	1.18534554342064	0.682	0.123	4.29121920238324e-22	3.58377070325793e-21	5.83601142714981e-26
5	Dhh	1.26881351031492e-22	0.308047044217324	0.164	0.006	1.86591714826912e-18	4.53341645916663e-26	0.386858501320983	0.182	0.007	6.66684224485045e-22	1.26881351031492e-22	9.0668329183333e-26
5	Gpm6a	3.41053927456732e-13	0.383574545035242	0.145	0.012	5.01553905717871e-09	4.79611699488939e-26	0.502660244810321	0.182	0.007	7.05316965268434e-22	3.41053927456732e-13	9.59223398977879e-26
5	Icam2	1.0301226884856e-18	0.659992092968321	0.691	0.173	1.51489842568693e-14	7.21117745835741e-26	0.938476113058266	0.705	0.132	1.06047575702604e-21	1.0301226884856e-18	1.44223549167149e-25
5	Bcam	1.01225632511055e-25	0.932829756962874	0.709	0.154	1.48862415170757e-21	2.27505110196613e-23	1.13565998143472	0.75	0.18	3.34569015055139e-19	2.27505110196613e-23	2.02451265022109e-25
5	Exoc3l4	1.08358319733833e-25	0.564494135732843	0.309	0.027	1.59351745000574e-21	4.91666757079217e-15	0.423914424744937	0.25	0.03	7.23045132960697e-11	4.91666757079217e-15	2.16716639467665e-25
5	Cd93	1.47055690605144e-15	0.674010688085239	0.709	0.23	2.16260098603925e-11	1.1754914027131e-25	1.23933096293039	0.682	0.137	1.72867765682988e-21	1.47055690605144e-15	2.3509828054262e-25
5	Tmem88	3.28209436067389e-15	0.487034989184073	0.545	0.127	4.82664796680703e-11	1.18267429600615e-25	0.801402533731279	0.568	0.082	1.73924081970664e-21	3.28209436067389e-15	2.36534859201229e-25
5	Eng	2.16903245489973e-25	1.07362461306777	0.945	0.326	3.18977912817554e-21	5.77912855190068e-25	1.54627164069363	0.886	0.32	8.49878644842514e-21	5.77912855190068e-25	4.33806490979946e-25
5	Cyyr1	1.69289234067374e-18	0.608415042110711	0.636	0.144	2.48956747619481e-14	2.175386805975e-25	0.779118355726722	0.545	0.076	3.19912383686683e-21	1.69289234067374e-18	4.35077361195001e-25
5	Epas1	5.08418852749104e-17	0.642643574815026	0.655	0.181	7.47680764852832e-13	2.52508823209647e-25	0.959134254294509	0.773	0.172	3.71339475412107e-21	5.08418852749104e-17	5.05017646419297e-25
5	Procr	3.49432215542198e-22	0.753259507603691	0.436	0.068	5.13875016176356e-18	3.43517263451586e-25	0.872246818236748	0.409	0.048	5.05176487631903e-21	3.49432215542198e-22	6.87034526903175e-25
5	Abcg2	4.58046495398122e-25	1.12008672932873	0.673	0.154	6.73603176132478e-21	1.81412987232023e-18	1.09440501752032	0.568	0.131	2.66785939023413e-14	1.81412987232023e-18	9.16092990796245e-25
5	Efna1	2.27696710724189e-09	0.430529728680079	0.382	0.109	3.34850782790992e-05	5.37971415893435e-25	0.796845698681574	0.591	0.098	7.91140764212886e-21	2.27696710724189e-09	1.07594283178688e-24
5	B3gnt3	1.24856005027948e-24	0.546977158254346	0.309	0.028	1.836132409941e-20	6.16022484711715e-21	0.432201353630567	0.318	0.033	9.05922666017047e-17	6.16022484711715e-21	2.49712010055895e-24
5	Gimap6	1.83008736293006e-14	0.611399205385457	0.709	0.218	2.69132647592494e-10	1.60180981296211e-24	0.903915623490108	0.682	0.125	2.35562151094208e-20	1.83008736293006e-14	3.20361962592423e-24
5	Pdlim1	2.15031298767414e-24	1.1828497142908	0.8	0.256	3.16225027967358e-20	2.40736508103364e-15	1.11605268134687	0.705	0.264	3.54027108816808e-11	2.40736508103364e-15	4.30062597534828e-24
5	Thsd7a	3.00802948825092e-24	0.549016449813563	0.291	0.025	4.4236081654218e-20	4.83856351953209e-11	0.775535827923866	0.25	0.042	7.11559151182389e-07	4.83856351953209e-11	6.01605897650186e-24
5	Aplnr	1.5791673986599e-15	1.05279237156939	0.309	0.048	2.32232357646925e-11	4.22079612226362e-24	1.03307108398664	0.386	0.043	6.20710277740088e-20	1.5791673986599e-15	8.44159224452724e-24
5	Lmo7	1.79017968784591e-12	0.420379427619128	0.364	0.076	2.6326382489462e-08	6.98086073581591e-24	0.599317349254924	0.409	0.048	1.02660537980909e-19	1.79017968784591e-12	1.39617214716318e-23
5	Gng11	1.18275479465477e-23	0.950870642824883	0.964	0.346	1.73935920101931e-19	4.01999301376852e-23	1.2725008731139	0.909	0.316	5.91180172604799e-19	4.01999301376852e-23	2.36550958930954e-23
5	Cracr2b	7.80412018260326e-19	0.679513118846985	0.582	0.135	1.14767391405364e-14	1.29678555852336e-23	0.921191914615795	0.727	0.173	1.90705284236445e-19	7.80412018260326e-19	2.59357111704673e-23
5	Itgb4	9.79440187225056e-16	0.258153750102391	0.145	0.009	1.44036473933317e-11	1.5316484954143e-23	0.373677024085078	0.182	0.008	2.25244227735628e-19	9.79440187225056e-16	3.0632969908286e-23
5	Icam1	1.68306842505833e-23	1.63598120081028	0.782	0.248	2.47512042589078e-19	5.73950456616055e-08	0.920965123235942	0.636	0.315	0.00084405154149957	5.73950456616055e-08	3.36613685011667e-23
5	Vamp5	2.35977248603193e-23	0.920160963932095	0.636	0.144	3.47028141795856e-19	4.15448230655423e-14	0.992208347301634	0.636	0.202	6.10958168001864e-10	4.15448230655423e-14	4.71954497206387e-23
5	Gimap4	9.36298969746245e-19	0.527147694290963	0.691	0.16	1.37692126490883e-14	3.8437726734907e-23	0.765123168362822	0.545	0.083	5.65265209363542e-19	9.36298969746245e-19	7.68754534698141e-23
5	Tspan12	1.09577390105816e-20	0.714104059709064	0.636	0.145	1.61144509889613e-16	7.95627085899838e-23	0.765638300042772	0.568	0.098	1.1700491925243e-18	1.09577390105816e-20	1.59125417179968e-22
5	Ptprr	2.438457311442e-19	0.666722654577079	0.273	0.029	3.5859953222066e-15	9.32289234531206e-23	0.584220180635268	0.205	0.012	1.37102454830159e-18	2.438457311442e-19	1.86457846906242e-22
5	Atp8b1	9.67370744855786e-23	0.582498370656796	0.382	0.05	1.42261541738492e-18	1.5514258377102e-05	0.320908946497778	0.227	0.064	0.228152683693661	1.5514258377102e-05	1.93474148971158e-22
5	Sema6b	3.66363731640069e-10	0.437745542205748	0.255	0.05	5.38774503749885e-06	1.11850376280875e-22	0.597644844121394	0.318	0.031	1.64487163358655e-18	3.66363731640069e-10	2.23700752561752e-22
5	Flnb	4.65372446631298e-22	0.739124814306805	0.491	0.088	6.84376720015988e-18	1.65213621093533e-16	0.644812084301954	0.5	0.107	2.4296315118015e-12	1.65213621093533e-16	9.30744893262597e-22
5	Bvht	2.91419175827848e-10	0.28489740811614	0.345	0.082	4.28561039972433e-06	4.66356362094376e-22	0.595395051384295	0.455	0.065	6.85823666095989e-18	2.91419175827848e-10	9.32712724188754e-22
5	Cyp4b1	8.42245150201111e-05	0.320472782359348	0.364	0.152	1	5.06419156024574e-22	1.00822534233883	0.523	0.083	7.44740010849739e-18	8.42245150201111e-05	1.01283831204915e-21
5	Cav1	5.45622512917184e-17	0.506935930222421	0.945	0.318	8.02392467496011e-13	9.67069086995354e-22	0.860764061335451	0.909	0.276	1.42217179933537e-17	5.45622512917184e-17	1.93413817399071e-21
5	F11r	3.30839674610437e-17	0.622318578068501	0.691	0.19	4.86532825482109e-13	1.15818401194762e-21	1.00840717978499	0.795	0.222	1.70322540797017e-17	3.30839674610437e-17	2.31636802389525e-21
5	Adgrl2	1.70683812081389e-06	0.330234101715887	0.218	0.056	0.0251007614046891	1.26341675587216e-21	0.626828189598496	0.5	0.082	1.8579806811856e-17	1.70683812081389e-06	2.52683351174433e-21
5	Clu	1.94685666598828e-21	1.00158408727082	0.655	0.165	2.86304741300236e-17	1.70768821812349e-07	0.511866433629224	0.705	0.39	0.00251132629357241	1.70768821812349e-07	3.89371333197656e-21
5	Ndrg1	3.15741853803483e-21	0.986502444013476	0.764	0.234	4.64329970203403e-17	2.3927381073115e-11	0.948795829546009	0.591	0.231	3.51876066061229e-07	2.3927381073115e-11	6.31483707606967e-21
5	Tnfsf10	6.40374086022025e-10	0.27336428979923	0.218	0.037	9.4173413090399e-06	4.65352497267526e-21	0.438530312084306	0.227	0.016	6.84347382481624e-17	6.40374086022025e-10	9.30704994535052e-21
5	Arrb1	5.64616458555215e-21	0.718759529340002	0.436	0.074	8.30324963951299e-17	2.35867497449311e-09	0.665635556153325	0.386	0.112	3.46866741748957e-05	2.35867497449311e-09	1.12923291711043e-20
5	Sncg	5.78335233071586e-21	0.648237688878122	0.582	0.118	8.50499793755074e-17	1.67270692679427e-07	0.530555851013971	0.432	0.141	0.00245988280654365	1.67270692679427e-07	1.15667046614317e-20
5	Ephb4	3.89510933763893e-12	0.524021086224206	0.309	0.062	5.72814779193181e-08	7.48600594264423e-21	0.748959551845999	0.409	0.057	1.10089203392526e-16	3.89510933763893e-12	1.49720118852885e-20
5	Ehd3	1.21353527229178e-20	0.54344878589224	0.309	0.035	1.78462497143229e-16	4.02361369445732e-07	1.41418379243472	0.227	0.055	0.00591712629906893	4.02361369445732e-07	2.42707054458357e-20
5	Pim3	1.12196334646749e-18	0.948633118837144	0.727	0.227	1.64995929731509e-14	1.22988986472783e-20	0.880018843554242	0.75	0.197	1.80867603506875e-16	1.12196334646749e-18	2.45977972945567e-20
5	Pcdh17	1.26642963021841e-20	0.498585829521934	0.309	0.034	1.86241141419919e-16	1.24556906935861e-16	0.64023815578171	0.182	0.013	1.83173387339877e-12	1.24556906935861e-16	2.53285926043682e-20
5	Myzap	1.36449806443738e-20	0.498377150309284	0.364	0.048	2.00663085356161e-16	2.20252164172164e-12	0.306073860721443	0.205	0.024	3.23902832631584e-08	2.20252164172164e-12	2.72899612887476e-20
5	Sema3f	1.47675056558641e-20	0.513294484891583	0.291	0.031	2.17170938175138e-16	4.18675286550199e-15	0.5522772453727	0.318	0.049	6.15703876400723e-11	4.18675286550199e-15	2.95350113117283e-20
5	Rassf9	1.24965535201682e-08	0.4732718961621	0.364	0.102	0.000183774316067593	2.22774311683647e-20	0.681675585779699	0.432	0.064	3.27611902761971e-16	1.24965535201682e-08	4.45548623367294e-20
5	Cd59a	1.69121845667596e-16	0.744713708937062	0.455	0.096	2.48710586238766e-12	3.59147446613695e-20	0.939434051247993	0.545	0.11	5.281622349901e-16	1.69121845667596e-16	7.18294893227391e-20
5	Nos3	3.98658089999734e-09	0.316954383465132	0.182	0.029	5.86266587153609e-05	6.01135433396155e-20	0.454015938392731	0.227	0.017	8.84029768352386e-16	3.98658089999734e-09	1.20227086679231e-19
