	X0	X1	X2	X3	X4	X5	X6	X7	X8
Lactb2	0.00657032615026209	0.010601487153059	0.00265120132560066	0.000800320128051221	0.00144175317185698	0.0005941770647653	0.000210084033613445	0.0036764705882353	0.000565610859728506
Eya1	0	0	0.0197183098591549	0	0	0	0	0	0
Gm9947	0.00371287128712871	0	0	0	0	0	0	0	0
Msc	0.0149398868458274	8.93974611121044e-05	0	0	0	0	0	0	0
Terf1	0.00661316131613161	0.00213650902011352	0.0501920614596671	0.00219885934171648	0.000356506238859179	0.000102030405060708	0.00230880230880231	0.00394570707070707	0
Sbspon	0.00099009900990099	0	0	0	0.00705882352941176	0	0	0	0
Rpl7	0.276904760998775	0.282967564182361	0.103366857563521	0.0931896970932877	0.0904658558273424	0.035776675284746	0.0253870648951356	0.022344590699462	0.00999231360491929
Rdh10	0.0108375702435108	0.00165747725197037	0.00487247811191473	0.000367714653428939	0	0.00109200109200109	0	0	0
Stau2	0.00674704567230917	0.00258387500504663	0.00227169468423444	0.00010972130787799	0.000126502213788741	0.0029325513196481	0	0	0
Ube2w	0.0629522086824067	0.00770193511119669	0.0209750812567714	0.00334903192046049	0.0079788838612368	0.00248640248640249	0.00351648351648352	0.00216346153846154	0
Eloc	0.0825514783824624	0.0715244853333181	0.0353716834033816	0.0435281173973006	0.054044396802001	0.02127194496215	0.00470224536283762	0.0086133257403189	0.003548274049413
Tmem70	0.022731865023237	0.0087417945901765	0.0331129634952572	0.00626475079827849	0.0033813525410164	0.00252525252525252	0.000655976676384839	0.00645727040816327	0
Ly96	0.00623904983090902	0.0830719469295467	0.0104329681794471	0.0125976316452507	6.4552569999193e-05	0.00415679428025107	5.87889476778365e-05	0.00102880658436214	0.00253244697689142
Jph1	0.00396039603960396	0	0	0	0.000784313725490196	0	0	0	0
Pi15	0.05824111822947	3.68107192814547e-05	0	0	0.0840830449826989	0	0	0	0
Gm28154	0.00165016501650165	0	0.000938967136150234	0	0	0	0	0	0
Gm16070	0	0	0.00901408450704225	0	0.000784313725490196	0	0	0	0
Crispld1	0.0206159129426456	4.51014218223229e-05	0.0171551833523664	3.06428877857449e-05	0.0510157216039569	0	0	0.000140765765765766	0
Tfap2b	0.0149398868458274	0	0	0	0.000280112044817927	0	0	0	0
Mcm3	0.000464108910891089	0.0208594075928244	0.0230046948356808	0.000566893424036282	0.000367647058823529	0.000946969696969697	0.00372023809523809	0.00797526041666667	0
Paqr8	0.000825082508250824	0	0.00422535211267606	0	0	0.00168350168350168	0	0	0
Efhc1	0	0	0.0028169014084507	0	0	0	0	0	0
Tram2	0.0309524942878903	0.00203379224030037	0.0156013001083424	0	0.00377073906485671	0.00155400155400155	0.000137362637362637	0.000150240384615385	0
Tmem14a	0.0324556162512803	0.000194208277588365	0.00310830500242836	5.8644147314098e-05	0.00169033130493577	0.00017415534656914	0	0.000269396551724138	0
Gsta3	0.0915841584158416	0	0	0	0	0	0	0	0
Kcnq5	0	0	0	0.00340136054421769	0	0	0	0	0
Gm29107	0	0.000113778586869951	0.0256081946222791	0	0	0	0	0	0
Ogfrl1	0.00111386138613861	0.0236623904881101	0.0119014084507042	0.0690688775510204	0	0.00227272727272727	0.000803571428571428	9.76562500000002e-05	0
Smap1	0.0277784653465347	0.0144180225281602	0.0236760563380282	0.00333333333333333	0.00237254901960784	0.00409090909090909	7.14285714285714e-05	0.003828125	0.000769230769230769
Sdhaf4	0.0268213388503029	0.00899133867583235	0.0224230957886623	0.00380749314651234	0.00236074529314213	0.0128649680888487	0.00177683013503909	0.00777363184079602	0
Fam135a	0.000215238915195867	5.44158458943244e-05	0.0240048989589712	0.000147885241052943	0.00153452685421995	0.00175669740887132	0	0	0
Col9a1	0	0	0	0	0.0235294117647059	0	0	0	0
Lmbrd1	0.0442667165876252	0.0224370098477439	0.0611038781709867	0.00308694906534043	0.00396550777173614	0.00407435701553349	0.0144457783113245	0.00109418767507003	0.000969618616677441
Phf3	0.029443290311174	0.0098560700876095	0.0221830985915493	0.00256620505344995	0.00343137254901961	0.0115440115440115	0.00637755102040817	0.013671875	0
Ptp4a1	0.118381403357727	0.0162282893142119	0.0162333685909926	0.031082788846764	0.0150042625745951	0.00880344951491197	0.000705815923207227	0.00308794466403162	0.000684098510185467
Prim2	0.00303217821782178	0.000250312891113893	0.00225352112676056	0.000680272108843537	0.000784313725490196	0.000505050505050505	0.000714285714285714	0.00078125	0
Rab23	0.0346722172217222	0.000303409564986536	0.00153649167733675	0.000206143063285921	0.00213903743315508	0.00137741046831956	0.000216450216450216	0.000236742424242425	0
Bag2	0.0117345067840117	0	0.000104329681794471	0	0.00929557007988381	0.000374111485222596	0	0.000578703703703704	0
Zfp451	0.0171142114211421	0.00409602912731823	0.0192345995162896	0.00168350168350168	3.96118043176867e-05	0.00163248648097133	0.000144300144300144	0.00142045454545454	0.00155400155400155
Bend6	0	0.00750938673341676	0	0	0	0	0	0	0
Dst	0.0865277289733149	0.000668894573331487	0.0724572907171631	2.84038458807323e-05	0.125883171640264	0.0389911642521246	0	0	0
Gm37233	0	0.000625782227784731	0	0.00170068027210884	0	0	0	0	0
Ccdc115	0.00621347995455283	0.0620652865261905	0.015804664049873	0.0161146425783428	0.00160720025715204	0.000662361318099023	0.000526932084309133	0.00518698770491804	0.000630517023959646
Imp4	0.00794039800019605	0.0348517329830605	0.0234416399386417	0.00742574257425742	0.00095127159774801	0.00605060506050605	0.00113154172560113	0.00379022277227723	0
Ptpn18	0.000142255604870832	0.457606490872211	0.00311154282013923	0.0777269528501055	4.50755014649538e-06	0.00167189132706374	0.0212807881773399	0.0504489942528735	0.0213969938107869
Arhgef4	0.00159123055162659	0.000178794922224209	0	0	0	0	0.00204081632653061	0.00892857142857142	0
Fam168b	0.0214430282807286	0.0248929946964092	0.0122013851062174	0.00422821062126508	0.000346658000216661	0.00200904068307383	0.00197316495659037	0.00422997237569061	0
Plekhb2	0.00560389889920669	0.054851172661479	0.00251946461376957	0.00475345417670174	0.000389721105833638	0.00100382709078361	0.00221827861579414	0.0062111801242236	0.000955566172957478
Hs6st1	0.000260552371026576	0.00322771885910019	0.000593031875463306	0.000179018976011457	0.000825593395252837	0.00212652844231792	0	0.000822368421052631	0.00809716599190283
Uggt1	0.0146485960071417	0.00804284043579064	0.0092357423227892	0.00178432028549125	0.00080360012857602	0.0162278522934261	0.000468384074941452	0.00320184426229508	0.00126103404791929
Neurl3	0	0.0625297751221285	0.00181735574738755	0.0238973008558262	0	0.00527859237536657	0.00331797235023042	0.00493951612903226	0.000992555831265509
Arid5a	0.00112637668261208	0.00680626063478224	0.00534894761829403	0.00550332492547581	0.00282000440625689	0.0055612302803314	0.0130016051364366	0.0112359550561798	0.000432152117545376
Kansl3	0.0174893401748934	0.00402875857595717	0.0197594325074535	0.00635582700233378	0.00025762129669386	0.0026542800265428	0.00667361835245047	0.00410583941605839	0.00112296462661426
Lman2l	0.00351745700885878	0.0134488285795841	0.0237459846800099	0.00361021601623105	0.00123839009287926	0.00141768562821194	0.0031328320802005	0.00219298245614035	0
Cnnm4	0.000618811881188118	0.0017382839660687	0.000625978090766823	0.00302343159486017	0.000871459694989106	0.00224466891133558	0	0	0
Cnnm3	0.00383980705762884	0.0072205641667469	0.00585048754062839	0	0.000402212166918049	0.000259000259000259	0.000366300366300366	0	0
Ankrd39	0.00638260254596889	0.000643661720007151	0.00680080482897384	0.00699708454810495	0.00453781512605042	0.000577200577200577	0.00326530612244898	0.00558035714285714	0
Sema4c	0.00550055005500551	0.000125156445556946	0.10528951486698	3.77928949357521e-05	0.000174291938997821	0.00280583613916947	0	0.000173611111111111	0
Fam178b	0.00123762376237624	0	0	0	0.00392156862745098	0	0	0	0
Cox5b	0.16754702825461	0.19348058683653	0.0646189601035116	0.0894504086011233	0.0624720338691357	0.0159819375735116	0.0114436178216167	0.0105690462258631	0.00576135391817077
Actr1b	0.0183483952422088	0.00335990457870996	0.0302486057283297	0.00111856823266219	0.00444795367811554	0.00549115314215986	0.00153403643336529	0.00849412751677853	0
Zap70	0	0	0	0	0	0	0	0.390625	0
Tmem131	0.00767961411525768	0.00361028208337345	0.00610328638497652	0.00627943485086341	0.000804424333836098	0.0104895104895105	0.000183150183150183	0.000801282051282051	0
Inpp4a	0.0103841719788417	0.0214308982118059	0.010206444144318	0.0045662100456621	0.00386784850926672	0.00172962501729625	0.000391389432485323	0.00267551369863014	0
Coa5	0.0050536303630363	0.0111366059426135	0.0137976004173187	0.00708616780045352	0.000580973129992738	0.00149644594089038	0.00330687830687831	0.00361689814814815	0
Unc50	0.0662419234881235	0.0227514439998355	0.0455531309925279	0.00767302226054742	0.011930405965203	0.00855977616540996	0.00164319248826291	0.00234741784037559	0.000812567713976165
Mgat4a	0.00343916603198781	0.00943487051121594	0.0197453954496208	0.000294348508634223	0.00184766214177979	0.019036519036519	0.0021978021978022	0.00240384615384615	0
Tsga10	0.00252681518151815	0.00255527743012098	0.00187793427230047	0.000566893424036281	0.000653594771241829	0.00168350168350168	0	0	0
Lipt1	0.00123762376237624	0	0	0	0.000980392156862745	0	0.00357142857142857	0	0
Mitd1	0.00434065145644999	0.00871560465074096	0.0431924882629108	0.00199645075421473	0.000710429099175902	0.00263504611330698	0.0025879917184265	0.0137001811594203	0.00250836120401338
Mrpl30	0.0669161626060217	0.0493449576475714	0.0228861221939143	0.0309314852220752	0.0123736866760356	0.00992863791498604	0.00704534373476353	0.0166648890784983	0.00164085061695983
Txndc9	0.068348691304774	0.0316459931349831	0.0422200529912146	0.00825082508250825	0.0209978644923316	0.0115211521152115	0.00554455445544554	0.00374381188118812	0.000304645849200305
Eif5b	0.0864621115576904	0.0974210061807182	0.053180247602225	0.0178150468108035	0.0431415690588667	0.0215132624373549	0.00308030803080308	0.00758044554455445	0.0060929169840061
Rev1	0.00252576278035967	0.00125156445556946	0.0253521126760563	6.9415521310565e-05	8.00320128051221e-05	0.00742115027829313	0.00262390670553936	0	0
Aff3	0.0348597359735973	2.31771195475826e-05	0	0	0.00181554103122731	0	0.00661375661375661	0.00462962962962963	0
Gm16152	0.000112511251125113	0	0.000256081946222791	0	0	0	0.0467532467532468	0.0127840909090909	0
Lonrf2	0.00371287128712871	0	0	0	0	0	0	0	0
Chst10	0.00198019801980198	0.000125156445556946	0	0.000340136054421769	0	0	0.00142857142857143	0.0140625	0
Pdcl3	0.0432723801680735	0.0265833236725491	0.065608775526505	0.00787649653434153	0.0697505467215241	0.0109984533424987	0.000432082095598164	0.00425330812854442	0.00116329794968736
Npas2	0.0163803145020384	7.36214385629096e-05	0.000165700082850041	0	0	0	0	0	0
Rpl31	0.274718257456587	0.275609309144218	0.102711596682901	0.0861267404157925	0.0916636124854926	0.0377765190849303	0.0264853137516689	0.0233888239875389	0.0101246105919003
Tbc1d8	0.000618811881188118	0.000977784730913642	0.00220070422535211	0.0179634353741497	0.00110294117647059	0.00126262626262626	0	0	0
Cnot11	0.00262085032032615	0.00222704851652801	0.025890637945319	0.000800320128051221	0.00144175317185698	0.00371360665478313	0.000840336134453781	0.0036764705882353	0
Rnf149	0.00188231750931747	0.0575814825566178	0.0018101001445938	0.159346628385194	5.96436293148438e-05	3.84068825133464e-05	5.43183052688756e-05	0.000950570342205324	0.000146241591108511
Creg2	0	0.00890001390627173	0	0.000377928949357521	0	0	0	0	0
Map4k4	0.0413110276544896	0.00155906089508437	0.0184677027683342	0.0190007037297678	0.00285665990534144	0.0294322535701846	0.000246305418719212	0.00814924568965517	0
Il1r2	1.90403655750191e-05	0.000481370944449793	0.000390032502708559	0.158294086865515	6.03318250377074e-05	0	0	0	0
Il1r1	0.0463243905035665	5.38307292718048e-05	0.0014841738603665	0	0.00269871389415982	0.0278049310307375	0	0.000168010752688172	0
Il1rl2	0.00371287128712871	0	0	0	0	0	0	0	0
Il1rl1	0	0.010601487153059	0	0.00180072028811524	0	0	0	0.0036764705882353	0
Il18r1	4.58379171250459e-05	4.63542390951653e-05	0	0.00113378684807256	0	0	0	0.280092592592593	0
Il18rap	0	0.00143035937779367	0.000201207243460765	0.0119047619047619	0	0	0	0.00446428571428571	0
Slc9a4	0	0.00876095118898623	0	0	0	0	0	0	0
Mfsd9	0.00030940594059406	0.000312891113892365	0.0028169014084507	0	0	0	0	0	0
Tmem182	0	0	0.259605633802817	3.40136054421769e-05	0.000156862745098039	0.000101010101010101	0	0	0
Mrps9	0.00272555345422182	0.00360000562500879	0.019781611014401	0.00187265917602996	0.00282000440625689	0.00283736238792418	0.0014446227929374	0.0212429775280899	0
Gpr45	0	0	0	0	0	0	0	0.015625	0
Tgfbrap1	0.00516387845681119	0.00211471235596219	0.00242836328314716	0.000469153178512784	0.000135226504394861	0.00313479623824451	0	0	0
AI597479	0.00458379171250458	0.00115885597737913	0.00260824204486176	0.000125976316452507	0.000580973129992738	0.00598578376356154	0	0	0
Fhl2	0.011026102610261	0	0	0.000618429189857761	0.00641711229946524	0	0	0	0
Nck2	0.00045004500450045	0.000113778586869951	0.00640204865556978	0	0.00142602495543672	0.000918273645546373	0	0	0
1500015O10Rik	0.0180301303511646	0.000900406083143498	0.00245212280879522	9.78808789702932e-05	0.12664691775991	0	0	0.00179856115107914	0
Uxs1	0.015059405940594	0.00842052565707133	0.0129802816901408	0.00391836734693877	0.00313725490196078	0.00395959595959596	0.000114285714285714	0.001125	0
Tpp2	0.00846563946335462	0.024061141515652	0.016018001500125	0.00652095157589664	0.000208840932822833	0.00723208415516107	0.00414201183431953	0.00453032544378698	0.000227583067819754
Tex30	0.0021712697585548	0.0037107788244077	0.0126513466765505	0.000537056928034371	0.000275197798417613	0.00283537125642389	0.00401002506265664	0.0068530701754386	0
Kdelc1	0.0118811881188119	0.00102211097204839	0.0135680751173709	0	0.00418300653594771	0.00151515151515152	0	0.000260416666666666	0
Bivm	0.00141442715700141	0.000357589844448418	0.00503018108651911	0.000242954324586978	0.00112044817927171	0	0	0	0
Ercc5	0.00771134805788271	0.000601713680562242	0.0156554712892741	0	0.000678733031674208	0.00485625485625486	0.000274725274725274	0.00270432692307692	0
Gulp1	0.0371393820416524	0	0.047013113161729	0	0.00216362407031778	0.00217694183211425	0	0	0
Col3a1	0.640990151787034	0.000225495088476801	0.000588606264452386	0.0002320757727398	0.165562941594548	0.000172298679761366	1.52299725860493e-05	6.66311300639659e-05	0
Col5a2	0.204623816040141	3.39177359232917e-06	0.000274819649604947	8.29600132736021e-05	0.108411711568096	0.00331225534477567	0	0	0
Wdr75	0.00696163366336634	0.00200250312891114	0.00345070422535211	0.00136054421768707	0.000392156862745098	0.00101010101010101	0.000357142857142857	0.000390625	0
Slc40a1	0.000112511251125113	0.00728182955967687	6.40204865556978e-05	0.0483147804576376	0	0	0	0	0
Dnah7b	0.00061881188118812	0	0	0	0.00196078431372549	0	0	0	0
Slc39a10	0.00635633951744689	0.00438655115010267	0.0553808286612881	0.000297206261145235	3.80734818199124e-05	0.00245170148082769	0.00013869625520111	0.00546116504854369	0
Gm28151	0	0.000312891113892365	0.0028169014084507	0	0	0	0.00357142857142857	0	0
Tmeff2	0.0976072607260727	1.19196614816139e-05	0.000670690811535882	0	0.00134453781512605	9.62000962000962e-05	0.000136054421768707	0	0
Cavin2	0.0151438545275487	3.55684392346561e-05	0.581797713456583	0.00118413262285376	0.00902726987775572	0.126594542225093	2.53742704897234e-05	0	0
Nabp1	0.00010814188214938	0.00759444451195062	0.000437576917817585	0.103559870550162	3.80734818199124e-05	9.80680592331077e-05	0.00221914008321775	0.0122876213592233	0
Myo1b	0.000377580130894445	9.54583059332642e-05	0.17247553115302	2.8825089357777e-05	0.00478564307078763	0.0103578154425612	0	0	0
Stat4	0	0.000536384766672627	0	0.0040492387431163	0	0	0.0108843537414966	0.0602678571428572	0
Stat1	0.00376084120039911	0.0141455889629479	0.0550387596899225	0.0356483678742815	0.000243198054415564	0.00140944326990839	0.0267995570321152	0.0267078488372093	0
Gls	0.0366336633663366	0.00692757839190881	0.0128054815378759	0.0036036036036036	0.00305246422893481	0.0107016107016107	0.000694980694980695	0.00413851351351351	0
Nab1	0.062711181832469	0.00198661024693565	0.00876369327073553	0.0138214015765036	0.0301276065981948	0.00485008818342152	0	0.000558035714285714	0.000152625152625153
Nemp2	0.000506300630063006	0.000910228694959609	0.00460947503201025	0.00015460729746444	0.00017825311942959	0.00183654729109275	0.00584415584415584	0.00284090909090909	0
Mfsd6	0.0132512455067163	0.0115112042919892	0.0347358033551628	0.00701936825685688	2.49781441238916e-05	0.00315254455381844	0.000363967242948135	0.00159235668789809	0.000979911807937286
Inpp1	0.00597501803160448	0.00119354491127154	0.116425706557224	0.000563139162949949	0.000649266329048175	0.0113051040203358	0	0.0103476821192053	0
Hibch	0.0054005400540054	0.00242727651989229	0.0030729833546735	0.000412286126571841	0	0.00275482093663912	0	0.00189393939393939	0
1700019D03Rik	0.0327606290040769	0	0	0.000100040016006402	0.000115340253748558	0	0	0.00183823529411765	0
Pms1	0.0022002200220022	0.000139062717285496	0.00125195618153365	0.000377928949357521	0	0	0	0.00173611111111111	0
Ormdl1	0.00107037730800107	0.0114332104319589	0.00548153787590407	0.0165931237359809	0	0	0.00694980694980695	0.00190033783783784	0
Osgepl1	0.00556930693069307	0.00191645807259074	0.00563380281690141	0.000106292517006803	0.000122549019607843	0.000315656565656566	0	0.001953125	0
Asnsd1	0.0049268461878035	0.00921534083209107	0.0112137794922401	0.0280774730274276	0.000899213188460097	0.00411760921315061	0.0178343949044586	0.00636942675159236	0.000244977951984322
Dnah7a	0.00247524752475247	0	0	0	0	0	0	0	0
Stk17b	0.00760718850878524	0.11962710499722	0.00326070206798779	0.0836273240149451	0.000308920066932681	0	0.024507658643326	0.0350109409190372	0
Hecw2	0.000947967137139245	2.6629030969563e-05	0.0613724902607132	0	8.34376303712974e-05	0.0105308403180743	0	0	0
Gtf3c3	0.00468994267847838	0.00210789803043278	0.00600444773906598	0.000358037952022915	0.00165118679050568	0.00106326422115896	0	0.000411184210526316	0
Pgap1	0.00139232673267327	0.00473247809762203	8.80281690140845e-05	0	0	0	0.0642857142857143	0.001953125	0
Ankrd44	0.0016569838802062	0.040965463027131	0.0235711791409615	0.0272108843537415	0.000145843461351483	0.000375657400450789	0.015112160566706	0.0341554752066116	0.000158931977113795
Sf3b1	0.0603386425599081	0.111063875133772	0.0911436007348438	0.0798611111111111	0.0184143222506394	0.0257008490704143	0.0149585921325052	0.0226449275362319	0.00348383500557413
Coq10b	0.0169424179260031	0.00348461893155918	0.0385618977020015	0.0161117078410312	0.00668730650154799	0.00430622009569378	0.000676691729323308	0.00131578947368421	0.000202429149797571
Hspd1	0.0986726409867264	0.0567147498850449	0.0740516089236146	0.0169488720062234	0.0344687753446877	0.0150532084838654	0.00502259297879736	0.00686207420924574	0.00168444693992139
Hspe1	0.131172429323469	0.14341566032858	0.048532207413009	0.0525955348582386	0.0589668231200012	0.0159386557596848	0.0130499627143923	0.0177223154362416	0.00562152240004589
Mob4	0.0331861794426866	0.0176638323677793	0.0575068970524176	0.0126586717161091	0.0161714170204164	0.0104134124752681	0.00622238586156112	0.00487274484536082	9.91276764472641e-05
Rftn2	0.0308453922315308	0	5.41711809317443e-05	6.5410779696494e-05	0.00912518853695324	0.000194250194250194	0.0010989010989011	0	0
Gm10561	0.013072400990099	0	0	0	0.000980392156862744	0	0.000892857142857142	0	0
Mars2	0.0010422094841063	0.00105394901521639	0.00533728687916976	0	0	0.000531632110579479	0	0.0131578947368421	0
Plcl1	0.00606435643564356	0.000500625782227785	0.000281690140845071	0	0	0	0	0	0
Satb2	0	0	0	0	0.00392156862745098	0	0	0	0
1700066M21Rik	0.00238004569687738	0.00154038702223934	0.000866738894907909	0.000261643118785976	0	0	0.0010989010989011	0	0
Tyw5	0.00435102103960396	0.00383291614518148	0.0213028169014085	0.00191326530612245	0.000551470588235293	0.00142045454545455	0	0.000244140625	0
Maip1	0.00507582403810001	0.00405570253956686	0.022285612408629	0.00154998708344097	0.000794241747331844	0.0046029919447641	0.000723327305605787	0.000791139240506329	0
Spats2l	0.0141802315824803	0	0.0107424206254476	0	0.0112329677633765	0.00428008902585174	0	0	0
Kctd18	0.00127298444130127	0.00175219023779725	0.0136016096579477	0	0.00100840336134454	0.000288600288600289	0.00163265306122449	0.00401785714285714	0
Sgo2a	0	0.00500625782227785	0	0	0	0	0	0	0
Aox1	0.0188249088066701	0	0	0	0.000825593395252837	0	0	0	0
Aox3	0.0148514851485149	0	0	0	0	0	0	0	0
Bzw1	0.0460511167395809	0.0734948482114271	0.058958401572224	0.0391601408005062	0.00823073415412676	0.0132135306553911	0.00672757475083057	0.0130813953488372	0.0035778175313059
Clk1	0.0286634515430889	0.0622550994250559	0.0630093815907493	0.0365368178252368	0.0035705848604502	0.0117526382586624	0.0141627735431522	0.0154905335628227	0.00165497153448961
Ppil3	0.0170706725844998	0.00674334297181822	0.00546381738708111	0.00187661271405114	0.00409060175794456	0.00217694183211425	0	0.0193965517241379	0
Nif3l1	0.0139778683750728	0.00198777884119856	0.00353493510080088	0.000266773376017073	7.68935024990388e-05	0.0071301247771836	0	0.000306372549019608	0
Orc2	0.00270939256087771	0.0021648682474715	0.00487247811191473	0.000827357970215112	0.000423953365129835	0.000273000273000273	0.00154440154440154	0.00675675675675676	0
Gm15834	0	0	0.0028169014084507	0	0	0	0	0	0
Fam126b	0.00575638959244762	0.00209564280932561	0.0256796593514576	0.000158202816010125	0.0077063383492932	0.00422832980972516	0.000664451827242525	0.00163517441860465	0
Ndufb3	0.0600300717750858	0.0688826649357542	0.0271358811897171	0.027410677738144	0.0539580875330075	0.00638187027871842	0.00663119115841179	0.0089541547277937	0.000881639850121226
Cflar	0.0475247524752475	0.0163537755527743	0.0505089201877934	0.0152471655328798	0.00377516339869281	0.0118787878787879	0.000952380952380952	0.00704166666666666	0.00164102564102564
Casp8	0.000843834383438344	0.0631129821367618	0.0870763977806231	0.0247474747474748	0.000106951871657754	0.00884603611876339	0.00038961038961039	0.00473484848484849	0.00104895104895105
Trak2	0.00783828382838284	0.000790461761412291	0.0126513466765505	0.00214822771213748	0.0044031647746818	0.000177210703526493	0.00025062656641604	0	0
Stradb	0.00313273514851485	0.00140801001251564	0.00431338028169014	0.000106292517006803	0.00441176470588235	0.000315656565656566	0	0.001953125	0
Tmem237	0.042054205420542	0.00152968989014045	0.0113814198321241	3.43571772143201e-05	0.000356506238859179	0.00367309458218549	0	0	0
G730003C15Rik	0	0.00125156445556946	0	0	0	0	0	0	0
Als2	0.0022002200220022	0	0.00125195618153365	0	0.000435729847494553	0.00448933782267115	0	0	0
Fzd7	0.0236657812122676	3.05259623309625e-05	6.87049124012367e-05	0.00132736021237763	0.00468675274988044	0	0	0	0
Sumo1	0.149822772277228	0.0956005006257822	0.0738276056338028	0.0604108843537415	0.0237458823529412	0.0253414141414142	0.0109828571428571	0.0190125	0.00249230769230769
Nop58	0.0249303373451117	0.0102598307764946	0.0114025470186388	0.00399201596806387	0.000845368087354702	0.00731869594145043	0.00692899914456801	0.00336826347305389	0
Bmpr2	0.0535044293903075	0.00193663131546012	0.0555967383246849	0.00144408640649242	0.00550395596835225	0.0717703349282296	0	0.000219298245614035	0
Fam117b	0.000721947194719471	0.00931223553251088	0.038765928906774	0.00259151279559443	0	0.00974025974025975	0.000170068027210884	0	0
Wdr12	0.00770238788584741	0.00425531914893617	0.0259817729908865	0.000640256102440977	0.000184544405997693	0.00427807486631016	0.00151260504201681	0.000735294117647058	0
Carf	0.000215238915195867	0.00195897045219568	0.00992039191671771	0.000147885241052943	0.00153452685421995	0.000439174352217831	0	0.000679347826086957	0
Nbeal1	0.113130175292978	0.00272046645132763	0.0782884934356639	0.000977636563607478	0.059246213455442	0.0181455271275631	0.000114057599087539	0.000499001996007984	7.67695378473821e-05
Cyp20a1	0.0747488351776355	0.00751552185329701	0.0141397404032035	0.000266773376017073	0.0037677816224529	0.00242622301445831	0	7.65931372549019e-05	0
Abi2	0.0239397074035762	0.00186800665010367	0.00269077149463948	0.000203066301147325	0.00146327187591455	0.00241218151665913	0	0.000932835820895522	0
Raph1	0.0698829316893954	0.0192851126801584	0.010851271148906	9.62649210627646e-05	0.0320754716981132	0.0140080045740423	0	0.000786163522012578	0
Cd28	0.000521104742053153	0.00118569264211844	0	8.95094880057286e-05	0	0	0.00150375939849624	0.256990131578947	0
