ligand	target	weight
Spp1	Ccl11	0.00567509880735438
Spp1	Ccl3	0.00495411471165783
Spp1	Ccl4	0.00465075210694216
Spp1	Col3a1	0.00495879526473618
Spp1	Ctgf	0.00129683243225111
Spp1	Cxcl10	0.00416649365349966
Spp1	Thbs1	0.00424683178350971
Spp1	Tnf	0.00185803938733356
